scr_path,phish,min_distances,only_name,Closest
apwg_sample_4190/2021-11/2021-11-27/2021-11-27-51308.png,0,1.3828,../../data/targetlist/merge277/RuneScape/T112_29.png,Targetlist: ../../data/targetlist/merge277/RuneScape/T112_29.png
apwg_sample_4190/2022-02/2022-02-09/2022-02-09-22216.png,1,0.9153,../../data/targetlist/merge277/Adobe/T2_12.png,Targetlist: ../../data/targetlist/merge277/Adobe/T2_12.png
apwg_sample_4190/2022-02/2022-02-13/2022-02-13-32469.png,1,0.9417,"../../data/targetlist/merge277/Twitter, Inc/T136_74.png","Targetlist: ../../data/targetlist/merge277/Twitter, Inc/T136_74.png"
apwg_sample_4190/2022-05/2022-05-03/2022-05-03-15065.png,0,1.8338,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2022-02/2022-02-12/2022-02-12-38673.png,0,1.0211,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2022-05/2022-05-29/2022-05-29-132497.png,0,1.1548,../../data/targetlist/merge277/Wells Fargo & Company/T140_49.png,Targetlist: ../../data/targetlist/merge277/Wells Fargo & Company/T140_49.png
apwg_sample_4190/2023-02/2023-02-02/2023-02-02-87976.png,0,1.4209,../../data/targetlist/merge277/eBay/T54_135.png,Targetlist: ../../data/targetlist/merge277/eBay/T54_135.png
apwg_sample_4190/2022-02/2022-02-12/2022-02-12-38954.png,1,0.893,../../data/targetlist/merge277/Adobe/T2_12.png,Targetlist: ../../data/targetlist/merge277/Adobe/T2_12.png
apwg_sample_4190/2021-11/2021-11-16/2021-11-16-82323.png,0,1.0363,../../data/targetlist/merge277/snapchat/T119_16.png,Targetlist: ../../data/targetlist/merge277/snapchat/T119_16.png
apwg_sample_4190/2021-11/2021-11-18/2021-11-18-88111.png,1,0.7607,../../data/targetlist/merge277/PayPal/T108_69.png,Targetlist: ../../data/targetlist/merge277/PayPal/T108_69.png
apwg_sample_4190/2021-11/2021-11-19/2021-11-19-174015.png,0,1.3909,../../data/targetlist/merge277/Itau Unibanco S.A/T77_55.png,Targetlist: ../../data/targetlist/merge277/Itau Unibanco S.A/T77_55.png
apwg_sample_4190/2022-04/2022-04-30/2022-04-30-444655.png,1,0.2076,../../data/targetlist/merge277/Amazon/T7_8.png,Targetlist: ../../data/targetlist/merge277/Amazon/T7_8.png
apwg_sample_4190/2022-04/2022-04-18/2022-04-18-433283.png,1,0.6706,../../data/targetlist/merge277/Wells Fargo & Company/T140_48.png,Targetlist: ../../data/targetlist/merge277/Wells Fargo & Company/T140_48.png
apwg_sample_4190/2021-11/2021-11-03/2021-11-03-86964.png,0,1.1732,../../data/targetlist/merge277/ms_bing/T151_6.PNG,Targetlist: ../../data/targetlist/merge277/ms_bing/T151_6.PNG
apwg_sample_4190/2022-02/2022-02-02/2022-02-02-242.png,1,0.8636,../../data/targetlist/merge277/Microsoft OneDrive/T152_46.PNG,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T152_46.PNG
apwg_sample_4190/2023-02/2023-02-21/2023-02-21-9315.png,1,0.8548,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2021-11/2021-11-03/2021-11-03-86713.png,1,0.7221,../../data/targetlist/merge277/Wells Fargo & Company/T140_48.png,Targetlist: ../../data/targetlist/merge277/Wells Fargo & Company/T140_48.png
apwg_sample_4190/2022-07/2022-07-27/2022-07-27-103391.png,0,1.3637,../../data/targetlist/merge277/Dropbox/T53_45.png,Targetlist: ../../data/targetlist/merge277/Dropbox/T53_45.png
apwg_sample_4190/2022-08/2022-08-18/2022-08-18-393510.png,1,0.6449,../../data/targetlist/merge277/Wells Fargo & Company/T140_48.png,Targetlist: ../../data/targetlist/merge277/Wells Fargo & Company/T140_48.png
apwg_sample_4190/2021-11/2021-11-19/2021-11-19-168693.png,0,1.3132,../../data/targetlist/merge277/typeform/T137_19.png,Targetlist: ../../data/targetlist/merge277/typeform/T137_19.png
apwg_sample_4190/2021-11/2021-11-18/2021-11-18-88237.png,0,1.3132,../../data/targetlist/merge277/typeform/T137_19.png,Targetlist: ../../data/targetlist/merge277/typeform/T137_19.png
apwg_sample_4190/2021-11/2021-11-12/2021-11-12-137793.png,0,1.2344,../../data/targetlist/merge277/Google/T147_15.png,Targetlist: ../../data/targetlist/merge277/Google/T147_15.png
apwg_sample_4190/2021-12/2021-12-17/2021-12-17-89547.png,0,1.1237,../../data/targetlist/merge277/NedBank Limited/T97_48.png,Targetlist: ../../data/targetlist/merge277/NedBank Limited/T97_48.png
apwg_sample_4190/2021-11/2021-11-19/2021-11-19-174833.png,0,1.0513,../../data/targetlist/merge277/typeform/T137_19.png,Targetlist: ../../data/targetlist/merge277/typeform/T137_19.png
apwg_sample_4190/2022-08/2022-08-18/2022-08-18-396274.png,1,0.9097,../../data/targetlist/merge277/Absa Group/T0_51.png,Targetlist: ../../data/targetlist/merge277/Absa Group/T0_51.png
apwg_sample_4190/2022-03/2022-03-28/2022-03-28-65813.png,1,0.7248,../../data/targetlist/merge277/Apple/T93_1.png,Targetlist: ../../data/targetlist/merge277/Apple/T93_1.png
apwg_sample_4190/2022-02/2022-02-14/2022-02-14-36564.png,1,0.4279,../../data/targetlist/merge277/Netflix/T98_13.png,Targetlist: ../../data/targetlist/merge277/Netflix/T98_13.png
apwg_sample_4190/2021-11/2021-11-20/2021-11-20-92389.png,0,1.2362,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2021-11/2021-11-19/2021-11-19-169235.png,1,0.3873,../../data/targetlist/merge277/Apple/T12_6.png,Targetlist: ../../data/targetlist/merge277/Apple/T12_6.png
apwg_sample_4190/2021-11/2021-11-21/2021-11-21-96018.png,1,0.3867,../../data/targetlist/merge277/Apple/T12_6.png,Targetlist: ../../data/targetlist/merge277/Apple/T12_6.png
apwg_sample_4190/2021-11/2021-11-21/2021-11-21-97339.png,0,1.2362,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2021-11/2021-11-19/2021-11-19-168861.png,0,1.4061,../../data/targetlist/merge277/WeTransfer/T_1.png,Targetlist: ../../data/targetlist/merge277/WeTransfer/T_1.png
apwg_sample_4190/2021-11/2021-11-20/2021-11-20-93703.png,0,1.2362,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2021-11/2021-11-19/2021-11-19-171271.png,0,1.4503,../../data/targetlist/merge277/youtube/T145_24.png,Targetlist: ../../data/targetlist/merge277/youtube/T145_24.png
apwg_sample_4190/2021-11/2021-11-20/2021-11-20-92954.png,0,1.3502,../../data/targetlist/merge277/Absa Group/T0_69.png,Targetlist: ../../data/targetlist/merge277/Absa Group/T0_69.png
apwg_sample_4190/2021-11/2021-11-20/2021-11-20-94116.png,0,1.6683,../../data/targetlist/merge277/DHL/T50_1.png,Targetlist: ../../data/targetlist/merge277/DHL/T50_1.png
apwg_sample_4190/2022-08/2022-08-26/2022-08-26-176324.png,1,0.3126,../../data/targetlist/merge277/CaixaBank/T33_33.png,Targetlist: ../../data/targetlist/merge277/CaixaBank/T33_33.png
apwg_sample_4190/2021-11/2021-11-21/2021-11-21-97486.png,0,1.1019,../../data/targetlist/merge277/typeform/T137_19.png,Targetlist: ../../data/targetlist/merge277/typeform/T137_19.png
apwg_sample_4190/2021-11/2021-11-21/2021-11-21-95652.png,0,1.1019,../../data/targetlist/merge277/typeform/T137_19.png,Targetlist: ../../data/targetlist/merge277/typeform/T137_19.png
apwg_sample_4190/2021-11/2021-11-21/2021-11-21-97075.png,0,1.1019,../../data/targetlist/merge277/typeform/T137_19.png,Targetlist: ../../data/targetlist/merge277/typeform/T137_19.png
apwg_sample_4190/2021-11/2021-11-21/2021-11-21-96480.png,1,0.9043,../../data/targetlist/merge277/GoDaddy/T64_181.png,Targetlist: ../../data/targetlist/merge277/GoDaddy/T64_181.png
apwg_sample_4190/2022-01/2022-01-17/2022-01-17-8808.png,1,0.9691,"../../data/targetlist/merge277/Airbnb, Inc/T3_31.png","Targetlist: ../../data/targetlist/merge277/Airbnb, Inc/T3_31.png"
apwg_sample_4190/2023-06/2023-06-19/2023-06-19-147305.png,0,1.2237,../../data/targetlist/merge277/DHL/T50_1.png,Targetlist: ../../data/targetlist/merge277/DHL/T50_1.png
apwg_sample_4190/2021-11/2021-11-22/2021-11-22-162479.png,1,0.5919,../../data/targetlist/merge277/PayPal/T108_69.png,Targetlist: ../../data/targetlist/merge277/PayPal/T108_69.png
apwg_sample_4190/2022-09/2022-09-21/2022-09-21-138961.png,0,1.1652,../../data/targetlist/merge277/DHL/T50_1.png,Targetlist: ../../data/targetlist/merge277/DHL/T50_1.png
apwg_sample_4190/2021-11/2021-11-10/2021-11-10-100564.png,1,0.4937,../../data/targetlist/merge277/RBC Royal Bank/T111_58.png,Targetlist: ../../data/targetlist/merge277/RBC Royal Bank/T111_58.png
apwg_sample_4190/2021-11/2021-11-12/2021-11-12-139676.png,1,0.4466,../../data/targetlist/merge277/Netflix/T98_36.png,Targetlist: ../../data/targetlist/merge277/Netflix/T98_36.png
apwg_sample_4190/2021-11/2021-11-10/2021-11-10-103819.png,0,1.0445,"../../data/targetlist/merge277/Airbnb, Inc/T3_43.png","Targetlist: ../../data/targetlist/merge277/Airbnb, Inc/T3_43.png"
apwg_sample_4190/2023-01/2023-01-16/2023-01-16-183627.png,0,1.2333,../../data/targetlist/merge277/Adobe/T2_62.png,Targetlist: ../../data/targetlist/merge277/Adobe/T2_62.png
apwg_sample_4190/2021-11/2021-11-10/2021-11-10-98846.png,1,0.6158,../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png
apwg_sample_4190/2022-08/2022-08-08/2022-08-08-475199.png,1,0.8898,../../data/targetlist/merge277/NedBank Limited/T97_50.png,Targetlist: ../../data/targetlist/merge277/NedBank Limited/T97_50.png
apwg_sample_4190/2021-11/2021-11-10/2021-11-10-102474.png,0,1.348,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2022-04/2022-04-20/2022-04-20-73029.png,1,0.836,../../data/targetlist/merge277/Netflix/T98_25.png,Targetlist: ../../data/targetlist/merge277/Netflix/T98_25.png
apwg_sample_4190/2022-01/2022-01-25/2022-01-25-21474.png,0,1.2466,"../../data/targetlist/merge277/Airbnb, Inc/T3_43.png","Targetlist: ../../data/targetlist/merge277/Airbnb, Inc/T3_43.png"
apwg_sample_4190/2022-08/2022-08-25/2022-08-25-259596.png,1,0.8311,../../data/targetlist/merge277/RuneScape/T112_33.png,Targetlist: ../../data/targetlist/merge277/RuneScape/T112_33.png
apwg_sample_4190/2021-11/2021-11-01/2021-11-01-110818.png,1,0.5175,../../data/targetlist/merge277/PayPal/T108_69.png,Targetlist: ../../data/targetlist/merge277/PayPal/T108_69.png
apwg_sample_4190/2023-04/2023-04-11/2023-04-11-948.png,1,0.8507,../../data/targetlist/merge277/PayPal/T108_68.png,Targetlist: ../../data/targetlist/merge277/PayPal/T108_68.png
apwg_sample_4190/2022-06/2022-06-03/2022-06-03-464782.png,0,1.2087,"../../data/targetlist/merge277/Twitter, Inc/T136_69.png","Targetlist: ../../data/targetlist/merge277/Twitter, Inc/T136_69.png"
apwg_sample_4190/2021-11/2021-11-25/2021-11-25-107039.png,0,1.0865,../../data/targetlist/merge277/snapchat/T119_22.png,Targetlist: ../../data/targetlist/merge277/snapchat/T119_22.png
apwg_sample_4190/2021-11/2021-11-25/2021-11-25-107948.png,0,1.0364,../../data/targetlist/merge277/snapchat/T119_22.png,Targetlist: ../../data/targetlist/merge277/snapchat/T119_22.png
apwg_sample_4190/2021-11/2021-11-25/2021-11-25-109926.png,0,1.2473,../../data/targetlist/merge277/Google/T147_15.png,Targetlist: ../../data/targetlist/merge277/Google/T147_15.png
apwg_sample_4190/2022-04/2022-04-03/2022-04-03-188257.png,0,1.2114,../../data/targetlist/merge277/Facebook/T59_70.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_70.PNG
apwg_sample_4190/2022-04/2022-04-25/2022-04-25-318433.png,0,1.4209,../../data/targetlist/merge277/eBay/T54_135.png,Targetlist: ../../data/targetlist/merge277/eBay/T54_135.png
apwg_sample_4190/2021-11/2021-11-01/2021-11-01-110504.png,1,0.8266,../../data/targetlist/merge277/Daum/T48_61.png,Targetlist: ../../data/targetlist/merge277/Daum/T48_61.png
apwg_sample_4190/2022-02/2022-02-12/2022-02-12-38810.png,0,1.5419,../../data/targetlist/merge277/Facebook/T59_47.png,Targetlist: ../../data/targetlist/merge277/Facebook/T59_47.png
apwg_sample_4190/2021-11/2021-11-11/2021-11-11-177403.png,0,1.1946,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2021-11/2021-11-12/2021-11-12-140562.png,1,0.3169,../../data/targetlist/merge277/Apple/T12_6.png,Targetlist: ../../data/targetlist/merge277/Apple/T12_6.png
apwg_sample_4190/2021-11/2021-11-12/2021-11-12-138270.png,0,1.3474,../../data/targetlist/merge277/Chase Personal Banking/T39_14.png,Targetlist: ../../data/targetlist/merge277/Chase Personal Banking/T39_14.png
apwg_sample_4190/2021-11/2021-11-12/2021-11-12-137993.png,0,1.4909,../../data/targetlist/merge277/ms_bing/T151_6.PNG,Targetlist: ../../data/targetlist/merge277/ms_bing/T151_6.PNG
apwg_sample_4190/2022-10/2022-10-14/2022-10-14-164132.png,1,0.956,../../data/targetlist/merge277/Deutsche Telekom/T131_19.png,Targetlist: ../../data/targetlist/merge277/Deutsche Telekom/T131_19.png
apwg_sample_4190/2023-01/2023-01-29/2023-01-29-152941.png,0,1.9716,../../data/targetlist/merge277/Dropbox/T53_15.png,Targetlist: ../../data/targetlist/merge277/Dropbox/T53_15.png
apwg_sample_4190/2022-11/2022-11-01/2022-11-01-188653.png,1,0.939,../../data/targetlist/merge277/Adobe/T2_62.png,Targetlist: ../../data/targetlist/merge277/Adobe/T2_62.png
apwg_sample_4190/2021-11/2021-11-12/2021-11-12-139523.png,1,0.6279,../../data/targetlist/merge277/Facebook/T59_18.png,Targetlist: ../../data/targetlist/merge277/Facebook/T59_18.png
apwg_sample_4190/2022-03/2022-03-08/2022-03-08-74659.png,1,0.1389,../../data/targetlist/merge277/Swisscom IT Services AG/T128_3.png,Targetlist: ../../data/targetlist/merge277/Swisscom IT Services AG/T128_3.png
apwg_sample_4190/2022-02/2022-02-10/2022-02-10-29742.png,1,0.545,../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png
apwg_sample_4190/2022-07/2022-07-30/2022-07-30-106857.png,1,0.8145,../../data/targetlist/merge277/Dropbox/T53_65.png,Targetlist: ../../data/targetlist/merge277/Dropbox/T53_65.png
apwg_sample_4190/2021-11/2021-11-11/2021-11-11-178748.png,1,0.491,../../data/targetlist/merge277/RBC Royal Bank/T111_58.png,Targetlist: ../../data/targetlist/merge277/RBC Royal Bank/T111_58.png
apwg_sample_4190/2021-11/2021-11-08/2021-11-08-143796.png,0,1.2996,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2023-04/2023-04-07/2023-04-07-50638.png,0,1.213,../../data/targetlist/merge277/Dropbox/T53_45.png,Targetlist: ../../data/targetlist/merge277/Dropbox/T53_45.png
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-160870.png,1,0.7774,../../data/targetlist/merge277/Facebook/T59_76.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_76.PNG
apwg_sample_4190/2022-10/2022-10-14/2022-10-14-164870.png,0,1.6397,../../data/targetlist/merge277/CenturyLink/T_2.png,Targetlist: ../../data/targetlist/merge277/CenturyLink/T_2.png
apwg_sample_4190/2023-06/2023-06-19/2023-06-19-147616.png,0,1.3901,../../data/targetlist/merge277/Facebook/T59_13.png,Targetlist: ../../data/targetlist/merge277/Facebook/T59_13.png
apwg_sample_4190/2022-03/2022-03-28/2022-03-28-70381.png,1,0.2412,../../data/targetlist/merge277/Amazon/T7_11.png,Targetlist: ../../data/targetlist/merge277/Amazon/T7_11.png
apwg_sample_4190/2023-01/2023-01-27/2023-01-27-282411.png,1,0.486,../../data/targetlist/merge277/GoDaddy/T64_40.png,Targetlist: ../../data/targetlist/merge277/GoDaddy/T64_40.png
apwg_sample_4190/2022-12/2022-12-12/2022-12-12-227881.png,0,1.035,../../data/targetlist/merge277/Adobe/T2_49.png,Targetlist: ../../data/targetlist/merge277/Adobe/T2_49.png
apwg_sample_4190/2023-06/2023-06-08/2023-06-08-173191.png,0,1.3308,../../data/targetlist/merge277/htb/T70_1.png,Targetlist: ../../data/targetlist/merge277/htb/T70_1.png
apwg_sample_4190/2022-09/2022-09-15/2022-09-15-62225.png,0,1.2909,../../data/targetlist/merge277/Dropbox/T53_45.png,Targetlist: ../../data/targetlist/merge277/Dropbox/T53_45.png
apwg_sample_4190/2022-07/2022-07-06/2022-07-06-22241.png,1,0.9563,../../data/targetlist/merge277/Deutsche Telekom/T131_19.png,Targetlist: ../../data/targetlist/merge277/Deutsche Telekom/T131_19.png
apwg_sample_4190/2023-02/2023-02-20/2023-02-20-9716.png,0,1.0733,../../data/targetlist/merge277/Microsoft OneDrive/T90_40.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_40.png
apwg_sample_4190/2022-07/2022-07-28/2022-07-28-6387.png,1,0.8566,../../data/targetlist/merge277/Google/T65_53.png,Targetlist: ../../data/targetlist/merge277/Google/T65_53.png
apwg_sample_4190/2023-06/2023-06-30/2023-06-30-169732.png,0,1.0706,../../data/targetlist/merge277/typeform/T137_19.png,Targetlist: ../../data/targetlist/merge277/typeform/T137_19.png
apwg_sample_4190/2021-11/2021-11-13/2021-11-13-150305.png,0,1.2048,../../data/targetlist/merge277/snapchat/T119_22.png,Targetlist: ../../data/targetlist/merge277/snapchat/T119_22.png
apwg_sample_4190/2021-11/2021-11-13/2021-11-13-150421.png,1,0.4923,../../data/targetlist/merge277/RBC Royal Bank/T111_58.png,Targetlist: ../../data/targetlist/merge277/RBC Royal Bank/T111_58.png
apwg_sample_4190/2021-11/2021-11-13/2021-11-13-149338.png,0,1.2048,../../data/targetlist/merge277/snapchat/T119_22.png,Targetlist: ../../data/targetlist/merge277/snapchat/T119_22.png
apwg_sample_4190/2022-02/2022-02-18/2022-02-18-23130.png,1,0.6697,../../data/targetlist/merge277/Facebook/T59_50.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_50.PNG
apwg_sample_4190/2023-01/2023-01-26/2023-01-26-3445.png,0,1.3601,../../data/targetlist/merge277/Microsoft OneDrive/T90_153.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_153.png
apwg_sample_4190/2022-04/2022-04-26/2022-04-26-258271.png,0,1.4209,../../data/targetlist/merge277/eBay/T54_135.png,Targetlist: ../../data/targetlist/merge277/eBay/T54_135.png
apwg_sample_4190/2021-11/2021-11-15/2021-11-15-182029.png,1,0.9656,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2022-04/2022-04-19/2022-04-19-217387.png,0,1.176,../../data/targetlist/merge277/Sparkasse Bank/T120_43.png,Targetlist: ../../data/targetlist/merge277/Sparkasse Bank/T120_43.png
apwg_sample_4190/2021-11/2021-11-14/2021-11-14-153373.png,1,0.9656,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2022-11/2022-11-10/2022-11-10-169633.png,0,1.3208,../../data/targetlist/merge277/dkb/T51_17.png,Targetlist: ../../data/targetlist/merge277/dkb/T51_17.png
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-161041.png,1,0.5189,../../data/targetlist/merge277/Google/T65_49.png,Targetlist: ../../data/targetlist/merge277/Google/T65_49.png
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-156013.png,0,1.3621,../../data/targetlist/merge277/typeform/T137_19.png,Targetlist: ../../data/targetlist/merge277/typeform/T137_19.png
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-155183.png,1,0.4909,../../data/targetlist/merge277/RBC Royal Bank/T111_58.png,Targetlist: ../../data/targetlist/merge277/RBC Royal Bank/T111_58.png
apwg_sample_4190/2022-09/2022-09-13/2022-09-13-86340.png,0,1.4157,../../data/targetlist/merge277/AT&T/T15_112.png,Targetlist: ../../data/targetlist/merge277/AT&T/T15_112.png
apwg_sample_4190/2022-10/2022-10-05/2022-10-05-966366.png,1,0.5178,../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png
apwg_sample_4190/2022-10/2022-10-18/2022-10-18-1279533.png,0,1.4523,../../data/targetlist/merge277/Facebook/T59_70.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_70.PNG
apwg_sample_4190/2023-04/2023-04-03/2023-04-03-80504.png,1,0.5172,../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png
apwg_sample_4190/2023-03/2023-03-09/2023-03-09-845.png,1,0.9306,../../data/targetlist/merge277/Facebook/T59_50.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_50.PNG
apwg_sample_4190/2022-03/2022-03-07/2022-03-07-56023.png,1,0.6938,../../data/targetlist/merge277/Facebook/T59_18.png,Targetlist: ../../data/targetlist/merge277/Facebook/T59_18.png
apwg_sample_4190/2022-04/2022-04-01/2022-04-01-75975.png,0,1.3358,../../data/targetlist/merge277/Dropbox/T53_45.png,Targetlist: ../../data/targetlist/merge277/Dropbox/T53_45.png
apwg_sample_4190/2021-11/2021-11-22/2021-11-22-165243.png,0,1.1986,../../data/targetlist/merge277/snapchat/T119_1.png,Targetlist: ../../data/targetlist/merge277/snapchat/T119_1.png
apwg_sample_4190/2021-11/2021-11-22/2021-11-22-165811.png,0,1.1986,../../data/targetlist/merge277/snapchat/T119_1.png,Targetlist: ../../data/targetlist/merge277/snapchat/T119_1.png
apwg_sample_4190/2022-04/2022-04-14/2022-04-14-345832.png,0,1.056,../../data/targetlist/merge277/DHL/T50_85.png,Targetlist: ../../data/targetlist/merge277/DHL/T50_85.png
apwg_sample_4190/2022-02/2022-02-14/2022-02-14-36961.png,1,0.8305,../../data/targetlist/merge277/Facebook/T59_22.png,Targetlist: ../../data/targetlist/merge277/Facebook/T59_22.png
apwg_sample_4190/2022-07/2022-07-18/2022-07-18-15252.png,0,1.0853,../../data/targetlist/merge277/typeform/T137_19.png,Targetlist: ../../data/targetlist/merge277/typeform/T137_19.png
apwg_sample_4190/2022-04/2022-04-20/2022-04-20-75305.png,0,1.1205,../../data/targetlist/merge277/tech_target/T130_13.png,Targetlist: ../../data/targetlist/merge277/tech_target/T130_13.png
apwg_sample_4190/2022-09/2022-09-20/2022-09-20-55484.png,0,1.2665,../../data/targetlist/merge277/DHL/T50_67.png,Targetlist: ../../data/targetlist/merge277/DHL/T50_67.png
apwg_sample_4190/2023-02/2023-02-18/2023-02-18-48803.png,0,1.2721,../../data/targetlist/merge277/eharmony/T55_53.png,Targetlist: ../../data/targetlist/merge277/eharmony/T55_53.png
apwg_sample_4190/2021-11/2021-11-11/2021-11-11-178122.png,1,0.9794,../../data/targetlist/merge277/Canadian Imperial Bank of Commerce/T40_22.png,Targetlist: ../../data/targetlist/merge277/Canadian Imperial Bank of Commerce/T40_22.png
apwg_sample_4190/2022-12/2022-12-14/2022-12-14-36098.png,0,1.3363,../../data/targetlist/merge277/bradesco/T31_18.png,Targetlist: ../../data/targetlist/merge277/bradesco/T31_18.png
apwg_sample_4190/2022-04/2022-04-18/2022-04-18-418056.png,1,0.6735,../../data/targetlist/merge277/Wells Fargo & Company/T140_48.png,Targetlist: ../../data/targetlist/merge277/Wells Fargo & Company/T140_48.png
apwg_sample_4190/2022-04/2022-04-22/2022-04-22-585582.png,0,1.0545,../../data/targetlist/merge277/Microsoft OneDrive/T90_56.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_56.png
apwg_sample_4190/2022-06/2022-06-22/2022-06-22-146632.png,0,1.1849,../../data/targetlist/merge277/Google/T147_19.png,Targetlist: ../../data/targetlist/merge277/Google/T147_19.png
apwg_sample_4190/2023-02/2023-02-17/2023-02-17-44037.png,0,1.2765,../../data/targetlist/merge277/Dropbox/T53_45.png,Targetlist: ../../data/targetlist/merge277/Dropbox/T53_45.png
apwg_sample_4190/2022-06/2022-06-15/2022-06-15-291022.png,0,1.187,../../data/targetlist/merge277/Google/T147_19.png,Targetlist: ../../data/targetlist/merge277/Google/T147_19.png
apwg_sample_4190/2022-09/2022-09-01/2022-09-01-204550.png,0,1.7253,../../data/targetlist/merge277/NedBank Limited/T97_41.png,Targetlist: ../../data/targetlist/merge277/NedBank Limited/T97_41.png
apwg_sample_4190/2021-11/2021-11-15/2021-11-15-183432.png,0,1.1853,../../data/targetlist/merge277/Google/T147_19.png,Targetlist: ../../data/targetlist/merge277/Google/T147_19.png
apwg_sample_4190/2021-11/2021-11-15/2021-11-15-183454.png,0,1.0013,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2022-05/2022-05-01/2022-05-01-65026.png,0,1.1876,../../data/targetlist/merge277/Google/T147_19.png,Targetlist: ../../data/targetlist/merge277/Google/T147_19.png
apwg_sample_4190/2022-09/2022-09-15/2022-09-15-62051.png,0,1.1842,../../data/targetlist/merge277/Google/T147_19.png,Targetlist: ../../data/targetlist/merge277/Google/T147_19.png
apwg_sample_4190/2023-06/2023-06-13/2023-06-13-10552.png,0,1.4757,"../../data/targetlist/merge277/Twitter, Inc/T136_73.png","Targetlist: ../../data/targetlist/merge277/Twitter, Inc/T136_73.png"
apwg_sample_4190/2022-09/2022-09-06/2022-09-06-220136.png,1,0.9349,../../data/targetlist/merge277/Chase Personal Banking/T39_64.png,Targetlist: ../../data/targetlist/merge277/Chase Personal Banking/T39_64.png
apwg_sample_4190/2021-11/2021-11-15/2021-11-15-185981.png,1,0.9525,../../data/targetlist/merge277/Facebook/T59_76.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_76.PNG
apwg_sample_4190/2023-02/2023-02-17/2023-02-17-44787.png,1,0.6823,../../data/targetlist/merge277/Amazon/T7_11.png,Targetlist: ../../data/targetlist/merge277/Amazon/T7_11.png
apwg_sample_4190/2022-04/2022-04-12/2022-04-12-163016.png,0,1.1836,../../data/targetlist/merge277/Google/T147_19.png,Targetlist: ../../data/targetlist/merge277/Google/T147_19.png
apwg_sample_4190/2022-07/2022-07-28/2022-07-28-8053.png,0,1.2257,../../data/targetlist/merge277/Google/T147_19.png,Targetlist: ../../data/targetlist/merge277/Google/T147_19.png
apwg_sample_4190/2021-11/2021-11-15/2021-11-15-187802.png,0,1.2183,../../data/targetlist/merge277/Google/T147_19.png,Targetlist: ../../data/targetlist/merge277/Google/T147_19.png
apwg_sample_4190/2022-01/2022-01-25/2022-01-25-19917.png,0,1.5688,../../data/targetlist/merge277/banco_de_occidente/T18_39.png,Targetlist: ../../data/targetlist/merge277/banco_de_occidente/T18_39.png
