brand,domain,scr_path,html_path
Adobe,upriseaustin.com,apwg_sample_4190/2022-06/2022-06-01/2022-06-01-275445.png,apwg_sample_4190/2022-06/2022-06-01/2022-06-01-275445.html
AT&T,attsecfaq2b.weeblysite.com,apwg_sample_4190/2023-06/2023-06-06/2023-06-06-179865.png,apwg_sample_4190/2023-06/2023-06-06/2023-06-06-179865.html
Bank of America,mail.securevpn.co.uk,apwg_sample_4190/2021-08/2021-08-30/2021-08-30-3738.png,apwg_sample_4190/2021-08/2021-08-30/2021-08-30-3738.html
Alaska USA Federal Credit Union,www.lvas.co.in,apwg_sample_4190/2022-02/2022-02-03/2022-02-03-35335.png,apwg_sample_4190/2022-02/2022-02-03/2022-02-03-35335.html
ANZ Bank,www.mundosdiagonales.com,apwg_sample_4190/2021-10/2021-10-08/2021-10-08-147412.png,apwg_sample_4190/2021-10/2021-10-08/2021-10-08-147412.html
Instagram,www36.photos-secret.com,apwg_sample_4190/2022-10/2022-10-11/2022-10-11-315802.png,apwg_sample_4190/2022-10/2022-10-11/2022-10-11-315802.html
Alibaba,fgeurope.digitalwise-hq.gr,apwg_sample_4190/2022-08/2022-08-12/2022-08-12-470674.png,apwg_sample_4190/2022-08/2022-08-12/2022-08-12-470674.html
Wells Fargo Bank,citizenbank.sgateswa.com,apwg_sample_4190/2023-01/2023-01-27/2023-01-27-286440.png,apwg_sample_4190/2023-01/2023-01-27/2023-01-27-286440.html
Microsoft,lvas.co.in,apwg_sample_4190/2021-10/2021-10-04/2021-10-04-171238.png,apwg_sample_4190/2021-10/2021-10-04/2021-10-04-171238.html
Lufthansa,lhgroupairlines.com,apwg_sample_4190/2021-08/2021-08-09/2021-08-09-37774.png,apwg_sample_4190/2021-08/2021-08-09/2021-08-09-37774.html
Lufthansa,confirmation.experts-promotion.com,apwg_sample_4190/2021-08/2021-08-09/2021-08-09-39884.png,apwg_sample_4190/2021-08/2021-08-09/2021-08-09-39884.html
Instagram,instagram-login-baittourss.blogspot.ae,apwg_sample_4190/2022-09/2022-09-02/2022-09-02-142739.png,apwg_sample_4190/2022-09/2022-09-02/2022-09-02-142739.html
Ecco,palladiumschoen.com,apwg_sample_4190/2021-08/2021-08-19/2021-08-19-23172.png,apwg_sample_4190/2021-08/2021-08-19/2021-08-19-23172.html
Facebook,newsnewcnn4k.hs-sites-eu1.com,apwg_sample_4190/2022-07/2022-07-14/2022-07-14-109390.png,apwg_sample_4190/2022-07/2022-07-14/2022-07-14-109390.html
Ecco,www.palladiumschoen.com,apwg_sample_4190/2021-08/2021-08-12/2021-08-12-5189.png,apwg_sample_4190/2021-08/2021-08-12/2021-08-12-5189.html
Aeroflot,skyscannner.xyz,apwg_sample_4190/2021-08/2021-08-12/2021-08-12-7288.png,apwg_sample_4190/2021-08/2021-08-12/2021-08-12-7288.html
BBVA Mexico,bbva-es-personal-particulare006.duckdns.org,apwg_sample_4190/2021-08/2021-08-13/2021-08-13-48626.png,apwg_sample_4190/2021-08/2021-08-13/2021-08-13-48626.html
Tesco Bank,mail.adorablemaltipoo.com,apwg_sample_4190/2021-11/2021-11-10/2021-11-10-101208.png,apwg_sample_4190/2021-11/2021-11-10/2021-11-10-101208.html
Netflix,apple-map-icloud.com,apwg_sample_4190/2021-10/2021-10-29/2021-10-29-137061.png,apwg_sample_4190/2021-10/2021-10-29/2021-10-29-137061.html
BSPB,online-bspb.com,apwg_sample_4190/2021-08/2021-08-11/2021-08-11-29936.png,apwg_sample_4190/2021-08/2021-08-11/2021-08-11-29936.html
Instagram,tunisia-com-topic-choir.trycloudflare.com,apwg_sample_4190/2023-03/2023-03-03/2023-03-03-27749.png,apwg_sample_4190/2023-03/2023-03-03/2023-03-03-27749.html
DHL,livinstonecollegegroup.com,apwg_sample_4190/2022-06/2022-06-03/2022-06-03-467999.png,apwg_sample_4190/2022-06/2022-06-03/2022-06-03-467999.html
Microsoft,survcor.co.za,apwg_sample_4190/2021-09/2021-09-08/2021-09-08-30024.png,apwg_sample_4190/2021-09/2021-09-08/2021-09-08-30024.html
OneDrive,thesozone.net,apwg_sample_4190/2021-11/2021-11-12/2021-11-12-138755.png,apwg_sample_4190/2021-11/2021-11-12/2021-11-12-138755.html
Facebook,freefirefockfacetexer.000webhostapp.com,apwg_sample_4190/2022-01/2022-01-25/2022-01-25-22657.png,apwg_sample_4190/2022-01/2022-01-25/2022-01-25-22657.html
Swiss Post,feliciakillian.com,apwg_sample_4190/2021-08/2021-08-17/2021-08-17-33811.png,apwg_sample_4190/2021-08/2021-08-17/2021-08-17-33811.html
Instagram,sherry6.000webhostapp.com,apwg_sample_4190/2022-02/2022-02-18/2022-02-18-22846.png,apwg_sample_4190/2022-02/2022-02-18/2022-02-18-22846.html
Ecco,www.vejabelgium.com,apwg_sample_4190/2021-08/2021-08-17/2021-08-17-34061.png,apwg_sample_4190/2021-08/2021-08-17/2021-08-17-34061.html
Aeroflot,avia-skidka.xyz,apwg_sample_4190/2021-08/2021-08-18/2021-08-18-7975.png,apwg_sample_4190/2021-08/2021-08-18/2021-08-18-7975.html
DHL,aibudgets.com,apwg_sample_4190/2023-02/2023-02-01/2023-02-01-127092.png,apwg_sample_4190/2023-02/2023-02-01/2023-02-01-127092.html
Namecheap,ww25.paypalmoneyadder.com,apwg_sample_4190/2021-12/2021-12-29/2021-12-29-62529.png,apwg_sample_4190/2021-12/2021-12-29/2021-12-29-62529.html
Paxful,paxful-mains.pro,apwg_sample_4190/2022-10/2022-10-06/2022-10-06-1221171.png,apwg_sample_4190/2022-10/2022-10-06/2022-10-06-1221171.html
Twitter,twitter.com,apwg_sample_4190/2022-02/2022-02-28/2022-02-28-17693.png,apwg_sample_4190/2022-02/2022-02-28/2022-02-28-17693.html
Wells Fargo Bank,mail.itenet.com.hk,apwg_sample_4190/2021-10/2021-10-29/2021-10-29-138458.png,apwg_sample_4190/2021-10/2021-10-29/2021-10-29-138458.html
Microsoft,pouitree.com,apwg_sample_4190/2021-10/2021-10-29/2021-10-29-137461.png,apwg_sample_4190/2021-10/2021-10-29/2021-10-29-137461.html
Haitong Securities,cheng.rukou.site,apwg_sample_4190/2021-11/2021-11-13/2021-11-13-149661.png,apwg_sample_4190/2021-11/2021-11-13/2021-11-13-149661.html
OneDrive,project8b-770b7.firebaseapp.com,apwg_sample_4190/2022-06/2022-06-28/2022-06-28-526492.png,apwg_sample_4190/2022-06/2022-06-28/2022-06-28-526492.html
Wells Fargo Bank,saporidicasa.ro,apwg_sample_4190/2021-11/2021-11-02/2021-11-02-33060.png,apwg_sample_4190/2021-11/2021-11-02/2021-11-02-33060.html
Instagram,appealbusinessforms.zc.al,apwg_sample_4190/2023-07/2023-07-27/2023-07-27-36928.png,apwg_sample_4190/2023-07/2023-07-27/2023-07-27-36928.html
Microsoft,stmcommunications.net,apwg_sample_4190/2022-03/2022-03-28/2022-03-28-67632.png,apwg_sample_4190/2022-03/2022-03-28/2022-03-28-67632.html
Facebook,a5000-10501900.000webhostapp.com,apwg_sample_4190/2022-10/2022-10-13/2022-10-13-465927.png,apwg_sample_4190/2022-10/2022-10-13/2022-10-13-465927.html
Itau,training-business.com,apwg_sample_4190/2021-10/2021-10-09/2021-10-09-173695.png,apwg_sample_4190/2021-10/2021-10-09/2021-10-09-173695.html
Microsoft,fllh.com.sa,apwg_sample_4190/2022-05/2022-05-26/2022-05-26-88830.png,apwg_sample_4190/2022-05/2022-05-26/2022-05-26-88830.html
Lufthansa,pxm02.sat.pixels-lhgroup.com,apwg_sample_4190/2021-08/2021-08-21/2021-08-21-32252.png,apwg_sample_4190/2021-08/2021-08-21/2021-08-21-32252.html
Standard Bank,rebrand.ly,apwg_sample_4190/2021-08/2021-08-14/2021-08-14-41633.png,apwg_sample_4190/2021-08/2021-08-14/2021-08-14-41633.html
Intesa Sanpaolo,arnsupershop.in,apwg_sample_4190/2023-02/2023-02-11/2023-02-11-100727.png,apwg_sample_4190/2023-02/2023-02-11/2023-02-11-100727.html
Yahoo,yahoomail-103055.weeblysite.com,apwg_sample_4190/2022-10/2022-10-12/2022-10-12-945419.png,apwg_sample_4190/2022-10/2022-10-12/2022-10-12-945419.html
Apple,www.internetservicetech.com,apwg_sample_4190/2021-10/2021-10-26/2021-10-26-2585.png,apwg_sample_4190/2021-10/2021-10-26/2021-10-26-2585.html
Wells Fargo Bank,campingreinaisabel.com,apwg_sample_4190/2022-09/2022-09-22/2022-09-22-174734.png,apwg_sample_4190/2022-09/2022-09-22/2022-09-22-174734.html
PayPal,globalingreschatappdigital.com,apwg_sample_4190/2022-02/2022-02-06/2022-02-06-37359.png,apwg_sample_4190/2022-02/2022-02-06/2022-02-06-37359.html
Facebook,www.server269727.nazwa.pl,apwg_sample_4190/2021-10/2021-10-21/2021-10-21-182784.png,apwg_sample_4190/2021-10/2021-10-21/2021-10-21-182784.html
Facebook,johnatanchagas.github.io,apwg_sample_4190/2023-03/2023-03-12/2023-03-12-19892.png,apwg_sample_4190/2023-03/2023-03-12/2023-03-12-19892.html
Facebook,piouspham.000webhostapp.com,apwg_sample_4190/2022-01/2022-01-16/2022-01-16-12972.png,apwg_sample_4190/2022-01/2022-01-16/2022-01-16-12972.html
PayPal,powerplusnews.tv,apwg_sample_4190/2021-08/2021-08-29/2021-08-29-53471.png,apwg_sample_4190/2021-08/2021-08-29/2021-08-29-53471.html
Facebook,www.serwer2107757.home.pl,apwg_sample_4190/2021-10/2021-10-13/2021-10-13-20219.png,apwg_sample_4190/2021-10/2021-10-13/2021-10-13-20219.html
Microsoft,istarkorea.de,apwg_sample_4190/2021-09/2021-09-19/2021-09-19-35565.png,apwg_sample_4190/2021-09/2021-09-19/2021-09-19-35565.html
Facebook,gh5489hg98hsfasd.tk,apwg_sample_4190/2021-10/2021-10-29/2021-10-29-137652.png,apwg_sample_4190/2021-10/2021-10-29/2021-10-29-137652.html
Changeip,nnuanisviral.my03.com,apwg_sample_4190/2022-04/2022-04-02/2022-04-02-172120.png,apwg_sample_4190/2022-04/2022-04-02/2022-04-02-172120.html
Changeip,www.secure-citi15.serveuser.com,apwg_sample_4190/2021-11/2021-11-27/2021-11-27-48193.png,apwg_sample_4190/2021-11/2021-11-27/2021-11-27-48193.html
Facebook,analhq.webwave.dev,apwg_sample_4190/2021-12/2021-12-19/2021-12-19-36849.png,apwg_sample_4190/2021-12/2021-12-19/2021-12-19-36849.html
Namecheap,www.paypalcabs.com,apwg_sample_4190/2021-09/2021-09-06/2021-09-06-16830.png,apwg_sample_4190/2021-09/2021-09-06/2021-09-06-16830.html
Ecco,www.hunterbootsphilippines.org,apwg_sample_4190/2021-08/2021-08-21/2021-08-21-31889.png,apwg_sample_4190/2021-08/2021-08-21/2021-08-21-31889.html
Microsoft,www.jaredlevy.ca,apwg_sample_4190/2022-02/2022-02-01/2022-02-01-27582.png,apwg_sample_4190/2022-02/2022-02-01/2022-02-01-27582.html
VTB Bank,mail.vtb-bonus2021.online,apwg_sample_4190/2021-09/2021-09-29/2021-09-29-5819.png,apwg_sample_4190/2021-09/2021-09-29/2021-09-29-5819.html
Facebook,cutt.ly,apwg_sample_4190/2022-10/2022-10-09/2022-10-09-181268.png,apwg_sample_4190/2022-10/2022-10-09/2022-10-09-181268.html
BECU,shop.groupbyv.com,apwg_sample_4190/2022-02/2022-02-01/2022-02-01-27236.png,apwg_sample_4190/2022-02/2022-02-01/2022-02-01-27236.html
Microsoft,www.armorall.ca,apwg_sample_4190/2021-09/2021-09-27/2021-09-27-25024.png,apwg_sample_4190/2021-09/2021-09-27/2021-09-27-25024.html
LinkedIn,www.bimb.dealzgreat.com,apwg_sample_4190/2022-03/2022-03-15/2022-03-15-8174.png,apwg_sample_4190/2022-03/2022-03-15/2022-03-15-8174.html
Microsoft,gvlredheadedrealtor.info,apwg_sample_4190/2022-04/2022-04-13/2022-04-13-572318.png,apwg_sample_4190/2022-04/2022-04-13/2022-04-13-572318.html
Facebook,sanatateportalmedicamentesentialevot1.tmpdevelopers.com,apwg_sample_4190/2023-01/2023-01-29/2023-01-29-152643.png,apwg_sample_4190/2023-01/2023-01-29/2023-01-29-152643.html
PayPal,sincomision.000webhostapp.com,apwg_sample_4190/2022-12/2022-12-18/2022-12-18-121417.png,apwg_sample_4190/2022-12/2022-12-18/2022-12-18-121417.html
ABN AMRO Bank,linkfree.me,apwg_sample_4190/2022-09/2022-09-12/2022-09-12-248094.png,apwg_sample_4190/2022-09/2022-09-12/2022-09-12-248094.html
MKB Bank,www.expocid.mx,apwg_sample_4190/2022-01/2022-01-12/2022-01-12-24392.png,apwg_sample_4190/2022-01/2022-01-12/2022-01-12-24392.html
Swiss Post,chilyspo.duckdns.org,apwg_sample_4190/2022-01/2022-01-07/2022-01-07-28665.png,apwg_sample_4190/2022-01/2022-01-07/2022-01-07-28665.html
PayPal,paypei.co,apwg_sample_4190/2021-08/2021-08-22/2021-08-22-53126.png,apwg_sample_4190/2021-08/2021-08-22/2021-08-22-53126.html
StarHub,server847592.nazwa.pl,apwg_sample_4190/2021-11/2021-11-13/2021-11-13-149920.png,apwg_sample_4190/2021-11/2021-11-13/2021-11-13-149920.html
PayPal,paypal-secured-verification.lhr.rocks,apwg_sample_4190/2021-12/2021-12-13/2021-12-13-5054.png,apwg_sample_4190/2021-12/2021-12-13/2021-12-13-5054.html
eBay,bluewingsclothing.com,apwg_sample_4190/2021-08/2021-08-05/2021-08-05-16082.png,apwg_sample_4190/2021-08/2021-08-05/2021-08-05-16082.html
DHL,trabalhonoauto.com,apwg_sample_4190/2022-04/2022-04-28/2022-04-28-148407.png,apwg_sample_4190/2022-04/2022-04-28/2022-04-28-148407.html
Credit Agricole,0f2cff2.wcomhost.com,apwg_sample_4190/2023-07/2023-07-10/2023-07-10-6663.png,apwg_sample_4190/2023-07/2023-07-10/2023-07-10-6663.html
Yahoo,ula873.keap-link003.com,apwg_sample_4190/2023-03/2023-03-31/2023-03-31-20216.png,apwg_sample_4190/2023-03/2023-03-31/2023-03-31-20216.html
Credit Agricole,primaire.bestcours.net,apwg_sample_4190/2022-05/2022-05-28/2022-05-28-6332.png,apwg_sample_4190/2022-05/2022-05-28/2022-05-28-6332.html
OneDrive,minidreams.com.br,apwg_sample_4190/2022-02/2022-02-14/2022-02-14-35787.png,apwg_sample_4190/2022-02/2022-02-14/2022-02-14-35787.html
AT&T,safmei.com.br,apwg_sample_4190/2022-06/2022-06-28/2022-06-28-537411.png,apwg_sample_4190/2022-06/2022-06-28/2022-06-28-537411.html
Facebook,faceb0k-l00g1ndisini.qr-cs.com,apwg_sample_4190/2022-10/2022-10-23/2022-10-23-593160.png,apwg_sample_4190/2022-10/2022-10-23/2022-10-23-593160.html
Facebook,kamlna.com,apwg_sample_4190/2022-07/2022-07-26/2022-07-26-114776.png,apwg_sample_4190/2022-07/2022-07-26/2022-07-26-114776.html
Microsoft,www.onlineservicetec.com,apwg_sample_4190/2022-10/2022-10-31/2022-10-31-1332414.png,apwg_sample_4190/2022-10/2022-10-31/2022-10-31-1332414.html
PayPal,seconpaypa.web.app,apwg_sample_4190/2021-08/2021-08-19/2021-08-19-23007.png,apwg_sample_4190/2021-08/2021-08-19/2021-08-19-23007.html
"Rackspace Technology, Inc.",ipfs.io,apwg_sample_4190/2022-11/2022-11-03/2022-11-03-214773.png,apwg_sample_4190/2022-11/2022-11-03/2022-11-03-214773.html
Google,mail.servicegoogle.com,apwg_sample_4190/2021-08/2021-08-19/2021-08-19-23097.png,apwg_sample_4190/2021-08/2021-08-19/2021-08-19-23097.html
DHL,maplevalleycontracting.ca,apwg_sample_4190/2021-11/2021-11-14/2021-11-14-153269.png,apwg_sample_4190/2021-11/2021-11-14/2021-11-14-153269.html
GoDaddy,www.afternic.com,apwg_sample_4190/2022-01/2022-01-26/2022-01-26-26846.png,apwg_sample_4190/2022-01/2022-01-26/2022-01-26-26846.html
Facebook,mail.realestate-post719223.com,apwg_sample_4190/2021-09/2021-09-09/2021-09-09-13590.png,apwg_sample_4190/2021-09/2021-09-09/2021-09-09-13590.html
Facebook,www.sfweedapp.com.usrfiles.com,apwg_sample_4190/2023-01/2023-01-22/2023-01-22-31151.png,apwg_sample_4190/2023-01/2023-01-22/2023-01-22-31151.html
Trust Wallet,smarttwt-getreward.000webhostapp.com,apwg_sample_4190/2021-08/2021-08-19/2021-08-19-23350.png,apwg_sample_4190/2021-08/2021-08-19/2021-08-19-23350.html
DenizBank,www-denizbank-yenilenensubemiz2021giris.com,apwg_sample_4190/2021-08/2021-08-20/2021-08-20-36894.png,apwg_sample_4190/2021-08/2021-08-20/2021-08-20-36894.html
Societe Generale Group,cp82673.tmweb.ru,apwg_sample_4190/2021-11/2021-11-22/2021-11-22-163574.png,apwg_sample_4190/2021-11/2021-11-22/2021-11-22-163574.html
Facebook,infya.com,apwg_sample_4190/2022-07/2022-07-08/2022-07-08-122425.png,apwg_sample_4190/2022-07/2022-07-08/2022-07-08-122425.html
Microsoft,login.microsoftonline.us.office.rp1.abangaritest.govshn.net,apwg_sample_4190/2022-01/2022-01-26/2022-01-26-26286.png,apwg_sample_4190/2022-01/2022-01-26/2022-01-26-26286.html
Zimbra,atlbikelady.com,apwg_sample_4190/2022-08/2022-08-25/2022-08-25-264527.png,apwg_sample_4190/2022-08/2022-08-25/2022-08-25-264527.html
Facebook,mkuioes.easy.co,apwg_sample_4190/2021-10/2021-10-15/2021-10-15-204617.png,apwg_sample_4190/2021-10/2021-10-15/2021-10-15-204617.html
Amazon,deliveryamazon.us.logitel.com.au,apwg_sample_4190/2021-10/2021-10-13/2021-10-13-26519.png,apwg_sample_4190/2021-10/2021-10-13/2021-10-13-26519.html
Raiffeisen Bank,www.corvilla.id,apwg_sample_4190/2021-11/2021-11-11/2021-11-11-176801.png,apwg_sample_4190/2021-11/2021-11-11/2021-11-11-176801.html
Microsoft,domakj.ga,apwg_sample_4190/2022-06/2022-06-29/2022-06-29-416833.png,apwg_sample_4190/2022-06/2022-06-29/2022-06-29-416833.html
Apple,appleidsecurelogin-com.preview-domain.com,apwg_sample_4190/2022-08/2022-08-08/2022-08-08-477734.png,apwg_sample_4190/2022-08/2022-08-08/2022-08-08-477734.html
Societe Generale Group,verif-auth24.info,apwg_sample_4190/2022-10/2022-10-06/2022-10-06-1219075.png,apwg_sample_4190/2022-10/2022-10-06/2022-10-06-1219075.html
Wells Fargo Bank,restoreonline.duckdns.org,apwg_sample_4190/2021-10/2021-10-25/2021-10-25-178242.png,apwg_sample_4190/2021-10/2021-10-25/2021-10-25-178242.html
Adobe,firstjetcourier.com,apwg_sample_4190/2022-04/2022-04-13/2022-04-13-553224.png,apwg_sample_4190/2022-04/2022-04-13/2022-04-13-553224.html
Outlook,owaa1006.firebaseapp.com,apwg_sample_4190/2022-06/2022-06-30/2022-06-30-626896.png,apwg_sample_4190/2022-06/2022-06-30/2022-06-30-626896.html
WalletConnect,wallets-connect.co,apwg_sample_4190/2022-08/2022-08-06/2022-08-06-457690.png,apwg_sample_4190/2022-08/2022-08-06/2022-08-06-457690.html
Facebook,calzoleria1946.deradev.it,apwg_sample_4190/2023-02/2023-02-10/2023-02-10-138831.png,apwg_sample_4190/2023-02/2023-02-10/2023-02-10-138831.html
Timeweb,cf66260.tmweb.ru,apwg_sample_4190/2021-08/2021-08-11/2021-08-11-29428.png,apwg_sample_4190/2021-08/2021-08-11/2021-08-11-29428.html
Facebook,web-facebook-comgroups1669631013099787members.accesscapital.uk,apwg_sample_4190/2021-10/2021-10-28/2021-10-28-136567.png,apwg_sample_4190/2021-10/2021-10-28/2021-10-28-136567.html
LinkedIn,hpps.com,apwg_sample_4190/2021-09/2021-09-27/2021-09-27-23297.png,apwg_sample_4190/2021-09/2021-09-27/2021-09-27-23297.html
Facebook,videmp46383.blogspot.co.il,apwg_sample_4190/2022-06/2022-06-23/2022-06-23-17761.png,apwg_sample_4190/2022-06/2022-06-23/2022-06-23-17761.html
Intuit,jcbsc.org,apwg_sample_4190/2021-10/2021-10-19/2021-10-19-57237.png,apwg_sample_4190/2021-10/2021-10-19/2021-10-19-57237.html
Wells Fargo Bank,www.goiavidros.com.br,apwg_sample_4190/2021-11/2021-11-12/2021-11-12-137006.png,apwg_sample_4190/2021-11/2021-11-12/2021-11-12-137006.html
Microsoft,eservicebits.com,apwg_sample_4190/2021-09/2021-09-10/2021-09-10-8631.png,apwg_sample_4190/2021-09/2021-09-10/2021-09-10-8631.html
Belarusbank,ch46728.tmweb.ru,apwg_sample_4190/2021-11/2021-11-18/2021-11-18-90723.png,apwg_sample_4190/2021-11/2021-11-18/2021-11-18-90723.html
PayPal,paypaaccou.temp.swtest.ru,apwg_sample_4190/2021-12/2021-12-24/2021-12-24-64181.png,apwg_sample_4190/2021-12/2021-12-24/2021-12-24-64181.html
Wells Fargo Bank,center-info-notice.com,apwg_sample_4190/2021-10/2021-10-20/2021-10-20-145253.png,apwg_sample_4190/2021-10/2021-10-20/2021-10-20-145253.html
Navy Federal Credit Union,auspicious-surf-busby.glitch.me,apwg_sample_4190/2023-01/2023-01-12/2023-01-12-173484.png,apwg_sample_4190/2023-01/2023-01-12/2023-01-12-173484.html
Facebook,cutt.ly,apwg_sample_4190/2022-07/2022-07-20/2022-07-20-112911.png,apwg_sample_4190/2022-07/2022-07-20/2022-07-20-112911.html
Facebook,www.filesusr.com,apwg_sample_4190/2023-06/2023-06-23/2023-06-23-110164.png,apwg_sample_4190/2023-06/2023-06-23/2023-06-23-110164.html
Netflix,browser-97a1da.ingress-baronn.easywp.com,apwg_sample_4190/2021-11/2021-11-30/2021-11-30-65178.png,apwg_sample_4190/2021-11/2021-11-30/2021-11-30-65178.html
Yahoo,f002.backblazeb2.com,apwg_sample_4190/2021-10/2021-10-13/2021-10-13-27071.png,apwg_sample_4190/2021-10/2021-10-13/2021-10-13-27071.html
DHL,realignyourlife.org,apwg_sample_4190/2021-10/2021-10-26/2021-10-26-254.png,apwg_sample_4190/2021-10/2021-10-26/2021-10-26-254.html
Microsoft,pointmobs.com,apwg_sample_4190/2022-03/2022-03-08/2022-03-08-74543.png,apwg_sample_4190/2022-03/2022-03-08/2022-03-08-74543.html
Microsoft,azure-microsoft-account-securitusa.clicketcloud.com,apwg_sample_4190/2023-02/2023-02-06/2023-02-06-108995.png,apwg_sample_4190/2023-02/2023-02-06/2023-02-06-108995.html
Microsoft,keeppassword.us-east-1.linodeobjects.com,apwg_sample_4190/2022-04/2022-04-21/2022-04-21-380568.png,apwg_sample_4190/2022-04/2022-04-21/2022-04-21-380568.html
LinkedIn,willertec.co.ke,apwg_sample_4190/2021-11/2021-11-09/2021-11-09-161553.png,apwg_sample_4190/2021-11/2021-11-09/2021-11-09-161553.html
Netflix,dev-chasecheck.pantheonsite.io,apwg_sample_4190/2021-09/2021-09-30/2021-09-30-33122.png,apwg_sample_4190/2021-09/2021-09-30/2021-09-30-33122.html
YouTube,lania00a.blogspot.com,apwg_sample_4190/2021-08/2021-08-15/2021-08-15-34509.png,apwg_sample_4190/2021-08/2021-08-15/2021-08-15-34509.html
Facebook,rafiprojectreels.online,apwg_sample_4190/2022-07/2022-07-28/2022-07-28-6696.png,apwg_sample_4190/2022-07/2022-07-28/2022-07-28-6696.html
Lufthansa,www.ppb-infolounge.de,apwg_sample_4190/2021-08/2021-08-20/2021-08-20-37350.png,apwg_sample_4190/2021-08/2021-08-20/2021-08-20-37350.html
Microsoft,new-shareage.hheskenya.org,apwg_sample_4190/2022-05/2022-05-01/2022-05-01-64710.png,apwg_sample_4190/2022-05/2022-05-01/2022-05-01-64710.html
Amazon,amazon-serviceid84250.chickenkiller.com,apwg_sample_4190/2021-11/2021-11-20/2021-11-20-92549.png,apwg_sample_4190/2021-11/2021-11-20/2021-11-20-92549.html
Leboncoin,paimentfluxcoifr.000webhostapp.com,apwg_sample_4190/2021-11/2021-11-03/2021-11-03-87263.png,apwg_sample_4190/2021-11/2021-11-03/2021-11-03-87263.html
Microsoft,forjoinusth.sgp1.digitaloceanspaces.com,apwg_sample_4190/2022-03/2022-03-10/2022-03-10-59921.png,apwg_sample_4190/2022-03/2022-03-10/2022-03-10-59921.html
Google Drive,mail.avemariasecondaryschool.com,apwg_sample_4190/2021-11/2021-11-09/2021-11-09-160018.png,apwg_sample_4190/2021-11/2021-11-09/2021-11-09-160018.html
Military Bank,congvidientupay.com,apwg_sample_4190/2022-09/2022-09-14/2022-09-14-161312.png,apwg_sample_4190/2022-09/2022-09-14/2022-09-14-161312.html
AT&T,bit.do,apwg_sample_4190/2022-04/2022-04-20/2022-04-20-75653.png,apwg_sample_4190/2022-04/2022-04-20/2022-04-20-75653.html
Microsoft,sgp1.digitaloceanspaces.com,apwg_sample_4190/2021-12/2021-12-14/2021-12-14-3566.png,apwg_sample_4190/2021-12/2021-12-14/2021-12-14-3566.html
E-Mail Provider,unifacema.edu.br,apwg_sample_4190/2022-03/2022-03-28/2022-03-28-66971.png,apwg_sample_4190/2022-03/2022-03-28/2022-03-28-66971.html
International Card Services,icscards.nl.online-identificatie.vizagsmiles.com,apwg_sample_4190/2022-08/2022-08-12/2022-08-12-471445.png,apwg_sample_4190/2022-08/2022-08-12/2022-08-12-471445.html
Wells Fargo Bank,www.tdollarsecurity101.duckdns.org,apwg_sample_4190/2021-10/2021-10-30/2021-10-30-134149.png,apwg_sample_4190/2021-10/2021-10-30/2021-10-30-134149.html
Lufthansa,iatp.com,apwg_sample_4190/2021-08/2021-08-13/2021-08-13-49419.png,apwg_sample_4190/2021-08/2021-08-13/2021-08-13-49419.html
DenizBank,mail.denizdenhediyeler.com,apwg_sample_4190/2021-08/2021-08-13/2021-08-13-49500.png,apwg_sample_4190/2021-08/2021-08-13/2021-08-13-49500.html
Wells Fargo Bank,safariumrohhaji.com,apwg_sample_4190/2021-09/2021-09-23/2021-09-23-20084.png,apwg_sample_4190/2021-09/2021-09-23/2021-09-23-20084.html
Microsoft,digitalananda.online,apwg_sample_4190/2023-03/2023-03-07/2023-03-07-17574.png,apwg_sample_4190/2023-03/2023-03-07/2023-03-07-17574.html
HSBC,144.126.204.122,apwg_sample_4190/2023-01/2023-01-17/2023-01-17-235636.png,apwg_sample_4190/2023-01/2023-01-17/2023-01-17-235636.html
Facebook,mipatroncarwash.com,apwg_sample_4190/2022-09/2022-09-30/2022-09-30-31625.png,apwg_sample_4190/2022-09/2022-09-30/2022-09-30-31625.html
Deutsche Post,deutschepost-tracking-9ab217.ingress-florina.easywp.com,apwg_sample_4190/2021-12/2021-12-08/2021-12-08-38501.png,apwg_sample_4190/2021-12/2021-12-08/2021-12-08-38501.html
Netflix,colegiock.com.br,apwg_sample_4190/2022-04/2022-04-05/2022-04-05-64863.png,apwg_sample_4190/2022-04/2022-04-05/2022-04-05-64863.html
Microsoft,738010879.ujsd.jumperctin.com,apwg_sample_4190/2021-08/2021-08-13/2021-08-13-48902.png,apwg_sample_4190/2021-08/2021-08-13/2021-08-13-48902.html
Microsoft,www.juoliveiraorganizer.com.br,apwg_sample_4190/2021-12/2021-12-14/2021-12-14-3146.png,apwg_sample_4190/2021-12/2021-12-14/2021-12-14-3146.html
Microsoft,pipersandler.co,apwg_sample_4190/2021-11/2021-11-01/2021-11-01-112587.png,apwg_sample_4190/2021-11/2021-11-01/2021-11-01-112587.html
Roundcube,applelost.com,apwg_sample_4190/2022-02/2022-02-05/2022-02-05-9915.png,apwg_sample_4190/2022-02/2022-02-05/2022-02-05-9915.html
Wells Fargo Bank,firebasestorage.googleapis.com,apwg_sample_4190/2021-08/2021-08-26/2021-08-26-52304.png,apwg_sample_4190/2021-08/2021-08-26/2021-08-26-52304.html
Wells Fargo Bank,ufssfrt.info,apwg_sample_4190/2022-05/2022-05-08/2022-05-08-24551.png,apwg_sample_4190/2022-05/2022-05-08/2022-05-08-24551.html
