logo_path,pred_value,true_brand,pred_brand
../../../data/phishing4190/apwg_sample_4190/2023-06/2023-06-30/2023-06-30-166156_crop_logo.png,0.81625664,Orange,Orange
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-17/2022-04-17-25443_crop_logo.png,0.8080902,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-28/2022-02-28-18418_crop_logo.png,0.90793014,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-03/2022-03-21/2022-03-21-9633_crop_logo.png,0.9197763,Dropbox,Dropbox
../../../data/phishing4190/apwg_sample_4190/2022-06/2022-06-05/2022-06-05-647455_crop_logo.png,0.5697275,Instagram,Westpac Institutional Banking
../../../data/phishing4190/apwg_sample_4190/2022-12/2022-12-15/2022-12-15-82007_crop_logo.png,0.8446082,La Banque Postale,la_banque_postale
../../../data/phishing4190/apwg_sample_4190/2022-05/2022-05-26/2022-05-26-89883_crop_logo.png,0.9077347,Amazon,Amazon
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-25/2022-08-25-282478_crop_logo.png,0.7888437,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-10/2022-02-10-29345_crop_logo.png,0.8087783,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-26/2022-04-26-249416_crop_logo.png,0.78896564,Cox,Cox Communications
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-16/2022-02-16-3052_crop_logo.png,0.8887563,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2023-06/2023-06-06/2023-06-06-186688_crop_logo.png,0.8740977,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-06/2021-10-06-227323_crop_logo.png,0.5461451,Banca Mediolanum,HSBC Bank
../../../data/phishing4190/apwg_sample_4190/2023-07/2023-07-18/2023-07-18-90535_crop_logo.png,0.90442663,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2023-06/2023-06-28/2023-06-28-32943_crop_logo.png,0.90392596,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-21/2022-04-21-379670_crop_logo.png,0.8646395,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-24/2021-11-24-1749_crop_logo.png,0.83414716,reCAPTCHA,youtube
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-15/2022-04-15-508981_crop_logo.png,0.57423294,CaixaBank,Alaska USA Federal Credit Union
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-22/2021-11-22-162504_crop_logo.png,0.79238474,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-21/2021-11-21-97810_crop_logo.png,0.79238474,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-22/2021-11-22-164737_crop_logo.png,0.77478606,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-12/2021-12-24/2021-12-24-64293_crop_logo.png,0.85858476,GoDaddy,GoDaddy
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-23/2021-11-23-31627_crop_logo.png,0.77478606,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-03/2022-08-03-63105_crop_logo.png,0.8186027,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-22/2021-11-22-165131_crop_logo.png,0.79238474,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-19/2021-11-19-166160_crop_logo.png,0.77478606,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-21/2021-11-21-96191_crop_logo.png,0.77478606,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-23/2021-11-23-32235_crop_logo.png,0.77478606,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-19/2021-11-19-170412_crop_logo.png,0.79238474,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-29/2022-08-29-47402_crop_logo.png,0.6898674,Yahoo,Yahoo!
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-19/2021-11-19-172585_crop_logo.png,0.77478606,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-29/2021-11-29-126832_crop_logo.png,0.8080902,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2021-12/2021-12-02/2021-12-02-68433_crop_logo.png,0.9120594,eBay,eBay
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-24/2022-08-24-351196_crop_logo.png,0.6409235,Allied Irish Banks,CenturyLink
../../../data/phishing4190/apwg_sample_4190/2021-12/2021-12-08/2021-12-08-38523_crop_logo.png,0.90016794,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-19/2021-11-19-169366_crop_logo.png,0.6744976,Apple,Apple
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-23/2021-11-23-32040_crop_logo.png,0.8306563,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-23/2021-11-23-31769_crop_logo.png,0.77478606,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-22/2021-11-22-163088_crop_logo.png,0.6150083,LinkedIn,LinkedIn Corporation
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-19/2021-11-19-174384_crop_logo.png,0.79238474,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-20/2021-11-20-92982_crop_logo.png,0.86484057,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-22/2021-11-22-162555_crop_logo.png,0.73667705,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2023-04/2023-04-11/2023-04-11-1536_crop_logo.png,0.89931536,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2022-01/2022-01-17/2022-01-17-8997_crop_logo.png,0.84293884,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-19/2021-11-19-169974_crop_logo.png,0.54333055,Namecheap,Ooredoo QSC
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-02/2021-11-02-32621_crop_logo.png,0.8197655,ASB Bank,ASB Bank Limited
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-21/2021-11-21-96319_crop_logo.png,0.79238474,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-02/2021-11-02-32716_crop_logo.png,0.6096661,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-02/2021-11-02-32647_crop_logo.png,0.85132694,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-09/2021-11-09-159190_crop_logo.png,0.56016535,Trust Wallet,Swiss Post
../../../data/phishing4190/apwg_sample_4190/2022-12/2022-12-12/2022-12-12-233323_crop_logo.png,0.9455968,Chronopost International,Chronopost International
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-19/2022-07-19-86123_crop_logo.png,0.8763514,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-17/2021-11-17-34403_crop_logo.png,0.8860903,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-17/2021-11-17-36094_crop_logo.png,0.65886855,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-16/2021-11-16-81173_crop_logo.png,0.49568966,PayPal,Absa Group
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-17/2021-11-17-35152_crop_logo.png,0.8215463,ASB Bank,ASB Bank Limited
../../../data/phishing4190/apwg_sample_4190/2023-02/2023-02-08/2023-02-08-16204_crop_logo.png,0.8698916,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-01/2022-01-28/2022-01-28-18582_crop_logo.png,0.77317286,AT&T,AT&T
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-27/2021-11-27-41721_crop_logo.png,0.80374336,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-27/2021-11-27-46229_crop_logo.png,0.58477694,National Australia Bank,National Australia Bank Limited
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-27/2021-11-27-51308_crop_logo.png,0.7333708,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-09/2022-02-09-22216_crop_logo.png,0.7820923,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-13/2022-02-13-32469_crop_logo.png,0.7820923,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-05/2022-05-03/2022-05-03-15065_crop_logo.png,0.501261,Volksbank Raiffeisenbanken,Standard Chartered Bank
../../../data/phishing4190/apwg_sample_4190/2022-05/2022-05-29/2022-05-29-132497_crop_logo.png,0.84793127,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2023-02/2023-02-02/2023-02-02-87976_crop_logo.png,0.51578194,Wildberries,Trade Me NZ
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-12/2022-02-12-38954_crop_logo.png,0.7820922,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-16/2021-11-16-82323_crop_logo.png,0.7792351,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-19/2021-11-19-174015_crop_logo.png,0.830565,Itau,Itau Unibanco S.A
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-30/2022-04-30-444655_crop_logo.png,0.8710569,Amazon,Amazon
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-18/2022-04-18-433283_crop_logo.png,0.8080902,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-03/2021-11-03-86964_crop_logo.png,0.6799587,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-02/2022-02-02-242_crop_logo.png,0.88794255,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2023-02/2023-02-21/2023-02-21-9315_crop_logo.png,0.52813816,Coinbase,AutoScout24
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-03/2021-11-03-86713_crop_logo.png,0.8080902,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-27/2022-07-27-103391_crop_logo.png,0.901669,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-18/2022-08-18-393510_crop_logo.png,0.8080902,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-19/2021-11-19-168693_crop_logo.png,0.6121589,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-18/2021-11-18-88237_crop_logo.png,0.6121589,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-12/2021-12-17/2021-12-17-89547_crop_logo.png,0.8369436,Sumitomo Mitsui Banking Corporation,SMBC
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-19/2021-11-19-174833_crop_logo.png,0.5805999,MetaMask,Sparkasse Bank
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-18/2022-08-18-396274_crop_logo.png,0.8408375,Santander Bank,Grupo Santander
../../../data/phishing4190/apwg_sample_4190/2022-03/2022-03-28/2022-03-28-65813_crop_logo.png,0.6523292,Roundcube,PayPal
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-14/2022-02-14-36564_crop_logo.png,0.87594724,Netflix,Netflix
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-20/2021-11-20-92389_crop_logo.png,0.73719895,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-19/2021-11-19-169235_crop_logo.png,0.73462546,Apple,Apple
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-21/2021-11-21-96018_crop_logo.png,0.73462546,Apple,Apple
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-21/2021-11-21-97339_crop_logo.png,0.73719895,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-19/2021-11-19-168861_crop_logo.png,0.6974443,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-20/2021-11-20-93703_crop_logo.png,0.73719895,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-19/2021-11-19-171271_crop_logo.png,0.792385,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-20/2021-11-20-92954_crop_logo.png,0.77478606,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-20/2021-11-20-94116_crop_logo.png,0.77478606,YouTube,youtube
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-26/2022-08-26-176324_crop_logo.png,0.8693235,CaixaBank,CaixaBank
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-21/2021-11-21-97486_crop_logo.png,0.8566023,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-21/2021-11-21-95652_crop_logo.png,0.8566023,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-21/2021-11-21-97075_crop_logo.png,0.8566023,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2023-06/2023-06-19/2023-06-19-147305_crop_logo.png,0.80678916,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-22/2021-11-22-162479_crop_logo.png,0.887646,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-21/2022-09-21-138961_crop_logo.png,0.79263455,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-10/2021-11-10-100564_crop_logo.png,0.8084088,Royal Bank of Canada,RBC Royal Bank
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-12/2021-11-12-139676_crop_logo.png,0.8790945,Netflix,Netflix
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-10/2021-11-10-103819_crop_logo.png,0.6762607,BSPB,Sakura Internet
../../../data/phishing4190/apwg_sample_4190/2023-01/2023-01-16/2023-01-16-183627_crop_logo.png,0.80678916,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-10/2021-11-10-98846_crop_logo.png,0.8723273,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-08/2022-08-08-475199_crop_logo.png,0.7561731,TD Bank,TD Bank Group
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-20/2022-04-20-73029_crop_logo.png,0.5642267,reCAPTCHA,Banco del Estado de Chile
../../../data/phishing4190/apwg_sample_4190/2022-01/2022-01-25/2022-01-25-21474_crop_logo.png,0.579849,Microsoft,timeweb
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-25/2022-08-25-259596_crop_logo.png,0.6126142,RuneScape,RuneScape
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-01/2021-11-01-110818_crop_logo.png,0.8729355,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2023-04/2023-04-11/2023-04-11-948_crop_logo.png,0.85659045,Microsoft,Microsoft OneDrive
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-25/2021-11-25-107039_crop_logo.png,0.6359192,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-25/2021-11-25-107948_crop_logo.png,0.63408923,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-03/2022-04-03-188257_crop_logo.png,0.7001529,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-25/2022-04-25-318433_crop_logo.png,0.51578194,Wildberries,Trade Me NZ
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-01/2021-11-01-110504_crop_logo.png,0.63222885,Google Drive,shoptet
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-12/2022-02-12-38810_crop_logo.png,0.90392596,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-11/2021-11-11-177403_crop_logo.png,0.71143806,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-12/2021-11-12-140562_crop_logo.png,0.5632086,Apple,MBNA Corportation
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-12/2021-11-12-138270_crop_logo.png,0.51834697,WeTransfer,Itau Unibanco S.A
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-12/2021-11-12-137993_crop_logo.png,0.83250886,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2022-10/2022-10-14/2022-10-14-164132_crop_logo.png,0.7105601,Bank of America,Bank of America
../../../data/phishing4190/apwg_sample_4190/2023-01/2023-01-29/2023-01-29-152941_crop_logo.png,0.91724485,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-11/2022-11-01/2022-11-01-188653_crop_logo.png,0.82972765,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-12/2021-11-12-139523_crop_logo.png,0.8541199,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-03/2022-03-08/2022-03-08-74659_crop_logo.png,0.49852377,Swisscom AG,Instagram
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-10/2022-02-10-29742_crop_logo.png,0.8796887,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-30/2022-07-30-106857_crop_logo.png,0.90276194,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-11/2021-11-11-178748_crop_logo.png,0.8084088,Royal Bank of Canada,RBC Royal Bank
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-08/2021-11-08-143796_crop_logo.png,0.5814101,Namecheap,Commonwealth Bank of Australia
../../../data/phishing4190/apwg_sample_4190/2023-04/2023-04-07/2023-04-07-50638_crop_logo.png,0.9119025,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-09/2021-11-09-160870_crop_logo.png,0.8717625,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-10/2022-10-14/2022-10-14-164870_crop_logo.png,0.9572335,Huntington Bank,Huntington Bank
../../../data/phishing4190/apwg_sample_4190/2023-06/2023-06-19/2023-06-19-147616_crop_logo.png,0.9208166,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-03/2022-03-28/2022-03-28-70381_crop_logo.png,0.8880911,Amazon,Amazon
../../../data/phishing4190/apwg_sample_4190/2023-01/2023-01-27/2023-01-27-282411_crop_logo.png,0.61114913,GoDaddy Inc.,Credit du Nord
../../../data/phishing4190/apwg_sample_4190/2022-12/2022-12-12/2022-12-12-227881_crop_logo.png,0.87818277,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2023-06/2023-06-08/2023-06-08-173191_crop_logo.png,0.8087783,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-15/2022-09-15-62225_crop_logo.png,0.90288275,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-06/2022-07-06-22241_crop_logo.png,0.71055984,Bank of America,Bank of America
../../../data/phishing4190/apwg_sample_4190/2023-02/2023-02-20/2023-02-20-9716_crop_logo.png,0.73326695,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-28/2022-07-28-6387_crop_logo.png,0.90894866,Chase Bank,Chase Personal Banking
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-13/2021-11-13-150305_crop_logo.png,0.74288756,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-13/2021-11-13-150421_crop_logo.png,0.8084088,Royal Bank of Canada,RBC Royal Bank
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-13/2021-11-13-149338_crop_logo.png,0.74288756,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-18/2022-02-18-23130_crop_logo.png,0.54883224,Facebook,Mobile.de
../../../data/phishing4190/apwg_sample_4190/2023-01/2023-01-26/2023-01-26-3445_crop_logo.png,0.75942314,OneDrive,Microsoft OneDrive
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-26/2022-04-26-258271_crop_logo.png,0.5157819,Wildberries,Trade Me NZ
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-15/2021-11-15-182029_crop_logo.png,0.70264715,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-19/2022-04-19-217387_crop_logo.png,0.45987934,DHL,orange_rockland
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-14/2021-11-14-153373_crop_logo.png,0.70264715,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2022-11/2022-11-10/2022-11-10-169633_crop_logo.png,0.9001329,Deutsche Kreditbank AG,dkb
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-09/2021-11-09-161041_crop_logo.png,0.86236644,Google,Google
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-09/2021-11-09-156013_crop_logo.png,0.75460345,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-09/2021-11-09-155183_crop_logo.png,0.8084088,Royal Bank of Canada,RBC Royal Bank
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-13/2022-09-13-86340_crop_logo.png,0.5855642,Namecheap,OurTime Dating
../../../data/phishing4190/apwg_sample_4190/2022-10/2022-10-05/2022-10-05-966366_crop_logo.png,0.85785353,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-10/2022-10-18/2022-10-18-1279533_crop_logo.png,0.7737545,Magazine Luiza,Magalu
../../../data/phishing4190/apwg_sample_4190/2023-04/2023-04-03/2023-04-03-80504_crop_logo.png,0.8685813,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2023-03/2023-03-09/2023-03-09-845_crop_logo.png,0.87960905,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-03/2022-03-07/2022-03-07-56023_crop_logo.png,0.8541199,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-01/2022-04-01-75975_crop_logo.png,0.8515843,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-22/2021-11-22-165243_crop_logo.png,0.73667705,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-22/2021-11-22-165811_crop_logo.png,0.73667705,Microsoft Bing,Office365
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-14/2022-04-14-345832_crop_logo.png,0.8219273,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-14/2022-02-14-36961_crop_logo.png,0.8629113,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-18/2022-07-18-15252_crop_logo.png,0.7080319,Webmail,strato
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-20/2022-04-20-75305_crop_logo.png,0.57056046,Credit Agricole,Bank Al Habib
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-20/2022-09-20-55484_crop_logo.png,0.87136245,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-11/2021-11-11-178122_crop_logo.png,0.7926287,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2022-12/2022-12-14/2022-12-14-36098_crop_logo.png,0.88112783,Santander Bank,Grupo Santander
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-18/2022-04-18-418056_crop_logo.png,0.8080902,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-22/2022-04-22-585582_crop_logo.png,0.7933075,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-06/2022-06-22/2022-06-22-146632_crop_logo.png,0.8072113,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2023-02/2023-02-17/2023-02-17-44037_crop_logo.png,0.901669,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-06/2022-06-15/2022-06-15-291022_crop_logo.png,0.8072113,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-01/2022-09-01-204550_crop_logo.png,0.5562596,Citizens Bank,CenturyLink
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-15/2021-11-15-183432_crop_logo.png,0.8072113,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-15/2021-11-15-183454_crop_logo.png,0.59395736,Zimbra,ADP
../../../data/phishing4190/apwg_sample_4190/2022-05/2022-05-01/2022-05-01-65026_crop_logo.png,0.8072113,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-15/2022-09-15-62051_crop_logo.png,0.8072113,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2023-06/2023-06-13/2023-06-13-10552_crop_logo.png,0.6837882,AT&T,AT&T
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-06/2022-09-06-220136_crop_logo.png,0.7927473,Chase Bank,Chase Personal Banking
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-15/2021-11-15-185981_crop_logo.png,0.9107921,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2023-02/2023-02-17/2023-02-17-44787_crop_logo.png,0.6230873,Microsoft,Monmouth Telecom
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-12/2022-04-12-163016_crop_logo.png,0.8072113,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-28/2022-07-28-8053_crop_logo.png,0.8072113,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-15/2021-11-15-187802_crop_logo.png,0.8072113,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-23/2022-02-23-6373_crop_logo.png,0.58999974,Namecheap,Credit du Nord
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-01/2022-04-01-77289_crop_logo.png,0.8588229,GoDaddy,GoDaddy
../../../data/phishing4190/apwg_sample_4190/2022-10/2022-10-07/2022-10-07-247609_crop_logo.png,0.8686836,BNP Paribas,BNP Paribas
../../../data/phishing4190/apwg_sample_4190/2021-12/2021-12-28/2021-12-28-1120_crop_logo.png,0.74779415,AT&T,AT&T
../../../data/phishing4190/apwg_sample_4190/2022-11/2022-11-17/2022-11-17-18915_crop_logo.png,0.92178935,eBay,eBay
../../../data/phishing4190/apwg_sample_4190/2023-04/2023-04-11/2023-04-11-1084_crop_logo.png,0.5805999,MetaMask,Sparkasse Bank
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-28/2022-04-28-146156_crop_logo.png,0.8718841,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-03/2022-02-03-33889_crop_logo.png,0.8300861,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2021-12/2021-12-15/2021-12-15-6117_crop_logo.png,0.51076555,Microsoft,Spectrum
../../../data/phishing4190/apwg_sample_4190/2021-12/2021-12-17/2021-12-17-88819_crop_logo.png,0.68190366,DHL,ADP
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-16/2022-08-16-397142_crop_logo.png,0.88511026,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2021-12/2021-12-14/2021-12-14-3699_crop_logo.png,0.9455968,Chronopost International,Chronopost International
