brand,scr_path,pred_brand
Facebook,apwg451514/2022-06/2022-06-11/2022-06-11-222496.png,Microsoft OneDrive
Facebook,apwg451514/2022-06/2022-06-11/2022-06-11-222860.png,Microsoft OneDrive
Facebook,apwg451514/2022-06/2022-06-26/2022-06-26-269049.png,Apple
Facebook,apwg451514/2022-06/2022-06-26/2022-06-26-271598.png,Apple
Facebook,apwg451514/2022-06/2022-06-01/2022-06-01-278509.png,eBay
Credit Agricole,apwg451514/2022-06/2022-06-01/2022-06-01-278630.png,Microsoft OneDrive
Instagram,apwg451514/2022-06/2022-06-01/2022-06-01-285823.png,Instagram
Instagram,apwg451514/2022-06/2022-06-15/2022-06-15-290628.png,mdpd
Facebook,apwg451514/2022-06/2022-06-15/2022-06-15-291018.png,Microsoft OneDrive
OneDrive,apwg451514/2022-06/2022-06-15/2022-06-15-293397.png,GoDaddy
Sparkasse,apwg451514/2022-06/2022-06-10/2022-06-10-297508.png,Sparkasse Bank
Sparkasse,apwg451514/2022-06/2022-06-10/2022-06-10-299899.png,Grupo Santander
Adobe,apwg451514/2022-06/2022-06-10/2022-06-10-307266.png,Netflix
Facebook,apwg451514/2022-06/2022-06-10/2022-06-10-308522.png,la_banque_postale
DHL,apwg451514/2022-06/2022-06-27/2022-06-27-353791.png,DHL
M&T Bank Corporation,apwg451514/2022-06/2022-06-27/2022-06-27-386221.png,M & T Bank Coporation
Instagram,apwg451514/2022-06/2022-06-17/2022-06-17-394257.png,Yahoo!
Facebook,apwg451514/2022-06/2022-06-29/2022-06-29-396352.png,Apple
Instagram,apwg451514/2022-06/2022-06-29/2022-06-29-441046.png,Stripe
DHL,apwg451514/2022-06/2022-06-03/2022-06-03-450243.png,postbank
ING Group,apwg451514/2022-06/2022-06-03/2022-06-03-467827.png,capital_one
Instagram,apwg451514/2022-06/2022-06-16/2022-06-16-469624.png,Instagram
Facebook,apwg451514/2022-06/2022-06-14/2022-06-14-472852.png,bradesco
Instagram,apwg451514/2022-06/2022-06-28/2022-06-28-511902.png,Google
Instagram,apwg451514/2022-06/2022-06-28/2022-06-28-537099.png,Stripe
Instagram,apwg451514/2022-06/2022-06-28/2022-06-28-538830.png,Google
Chase Bank,apwg451514/2022-06/2022-06-07/2022-06-07-552747.png,Chase Personal Banking
Sparkasse,apwg451514/2022-06/2022-06-09/2022-06-09-558408.png,Sparkasse Bank
Sparkasse,apwg451514/2022-06/2022-06-09/2022-06-09-558532.png,Sparkasse Bank
Sparkasse,apwg451514/2022-06/2022-06-09/2022-06-09-565638.png,Grupo Santander
Chase Bank,apwg451514/2022-06/2022-06-09/2022-06-09-567743.png,Chase Personal Banking
Facebook,apwg451514/2022-06/2022-06-09/2022-06-09-570939.png,la_banque_postale
Sparkasse,apwg451514/2022-06/2022-06-09/2022-06-09-572797.png,Sparkasse Bank
Instagram,apwg451514/2022-06/2022-06-09/2022-06-09-573937.png,Google
Sparkasse,apwg451514/2022-06/2022-06-12/2022-06-12-576857.png,Sparkasse Bank
Chase Bank,apwg451514/2022-06/2022-06-06/2022-06-06-593400.png,Chase Personal Banking
Facebook,apwg451514/2022-06/2022-06-06/2022-06-06-595500.png,Standard Chartered Bank
Chase Bank,apwg451514/2022-06/2022-06-30/2022-06-30-616321.png,Chase Personal Banking
Outlook,apwg451514/2022-06/2022-06-30/2022-06-30-621581.png,dkb
Facebook,apwg451514/2022-06/2022-06-05/2022-06-05-648766.png,Standard Chartered Bank
Facebook,apwg451514/2022-06/2022-06-05/2022-06-05-653759.png,Standard Chartered Bank
DHL,apwg451514/2022-06/2022-06-05/2022-06-05-655555.png,Netflix
Instagram,apwg451514/2022-06/2022-06-08/2022-06-08-667437.png,Instagram
Facebook,apwg451514/2022-06/2022-06-08/2022-06-08-670000.png,Standard Chartered Bank
Facebook,apwg451514/2022-07/2022-07-09/2022-07-09-1814.png,Dropbox
Facebook,apwg451514/2022-07/2022-07-09/2022-07-09-2468.png,Facebook
Facebook,apwg451514/2022-07/2022-07-15/2022-07-15-5199.png,Dropbox
M&T Bank Corporation,apwg451514/2022-07/2022-07-15/2022-07-15-5345.png,Desjardins
Facebook,apwg451514/2022-07/2022-07-15/2022-07-15-5469.png,RBC Royal Bank
Facebook,apwg451514/2022-07/2022-07-15/2022-07-15-5824.png,Dropbox
Facebook,apwg451514/2022-07/2022-07-07/2022-07-07-10010.png,Facebook
Facebook,apwg451514/2022-07/2022-07-12/2022-07-12-10856.png,Facebook
Facebook,apwg451514/2022-07/2022-07-12/2022-07-12-10913.png,Facebook
Outlook,apwg451514/2022-07/2022-07-12/2022-07-12-11513.png,dkb
Facebook,apwg451514/2022-07/2022-07-12/2022-07-12-11515.png,Facebook
Facebook,apwg451514/2022-07/2022-07-12/2022-07-12-11554.png,Facebook
Wells Fargo Bank,apwg451514/2022-07/2022-07-12/2022-07-12-11574.png,Wells Fargo & Company
Facebook,apwg451514/2022-07/2022-07-12/2022-07-12-12809.png,Facebook
Facebook,apwg451514/2022-07/2022-07-12/2022-07-12-12872.png,Facebook
M&T Bank Corporation,apwg451514/2022-07/2022-07-18/2022-07-18-15296.png,M & T Bank Coporation
Adobe,apwg451514/2022-07/2022-07-23/2022-07-23-15639.png,fnac
AT&T,apwg451514/2022-07/2022-07-05/2022-07-05-17829.png,otrs
Facebook,apwg451514/2022-07/2022-07-05/2022-07-05-19102.png,Facebook
Facebook,apwg451514/2022-07/2022-07-06/2022-07-06-21929.png,Dropbox
Alaska USA Federal Credit Union,apwg451514/2022-07/2022-07-21/2022-07-21-23470.png,Alaska USA Federal Credit Union
Facebook,apwg451514/2022-07/2022-07-21/2022-07-21-24423.png,Standard Chartered Bank
Facebook,apwg451514/2022-07/2022-07-01/2022-07-01-57446.png,Google
Chase Bank,apwg451514/2022-07/2022-07-25/2022-07-25-63087.png,Chase Personal Banking
Alaska USA Federal Credit Union,apwg451514/2022-07/2022-07-25/2022-07-25-64180.png,Alaska USA Federal Credit Union
Chase Bank,apwg451514/2022-07/2022-07-25/2022-07-25-65555.png,smartsheet
Chase Bank,apwg451514/2022-07/2022-07-25/2022-07-25-65633.png,smartsheet
Facebook,apwg451514/2022-07/2022-07-16/2022-07-16-66531.png,RuneScape
Facebook,apwg451514/2022-07/2022-07-19/2022-07-19-85831.png,Facebook
Facebook,apwg451514/2022-07/2022-07-19/2022-07-19-85909.png,Facebook
Facebook,apwg451514/2022-07/2022-07-19/2022-07-19-86496.png,Facebook
M&T Bank Corporation,apwg451514/2022-07/2022-07-19/2022-07-19-87008.png,M & T Bank Coporation
M&T Bank Corporation,apwg451514/2022-07/2022-07-19/2022-07-19-87142.png,M & T Bank Coporation
Adobe,apwg451514/2022-07/2022-07-22/2022-07-22-88874.png,Standard Chartered Bank
Credit Agricole,apwg451514/2022-07/2022-07-04/2022-07-04-99385.png,banco_de_occidente
Facebook,apwg451514/2022-07/2022-07-27/2022-07-27-101574.png,db
Chase Bank,apwg451514/2022-07/2022-07-27/2022-07-27-102583.png,Chase Personal Banking
Facebook,apwg451514/2022-07/2022-07-27/2022-07-27-102746.png,Chase Personal Banking
M&T Bank Corporation,apwg451514/2022-07/2022-07-27/2022-07-27-103138.png,M & T Bank Coporation
Facebook,apwg451514/2022-07/2022-07-10/2022-07-10-107302.png,Facebook
Facebook,apwg451514/2022-07/2022-07-14/2022-07-14-109330.png,Dropbox
Facebook,apwg451514/2022-07/2022-07-14/2022-07-14-109733.png,la_banque_postale
Facebook,apwg451514/2022-07/2022-07-11/2022-07-11-111911.png,Facebook
Bank of America,apwg451514/2022-07/2022-07-26/2022-07-26-118415.png,Bank of America
Facebook,apwg451514/2022-07/2022-07-02/2022-07-02-119440.png,Microsoft OneDrive
Instagram,apwg451514/2022-07/2022-07-02/2022-07-02-119703.png,Instagram
Facebook,apwg451514/2022-07/2022-07-08/2022-07-08-120865.png,PayPal
Facebook,apwg451514/2022-07/2022-07-08/2022-07-08-122380.png,PayPal
Facebook,apwg451514/2022-07/2022-07-08/2022-07-08-123376.png,PayPal
Facebook,apwg451514/2022-07/2022-07-03/2022-07-03-124533.png,Apple
DHL,apwg451514/2022-08/2022-08-15/2022-08-15-966.png,DHL
Instagram,apwg451514/2022-08/2022-08-15/2022-08-15-2057.png,Instagram
Facebook,apwg451514/2022-08/2022-08-09/2022-08-09-32653.png,Chase Personal Banking
Naver Corporation,apwg451514/2022-08/2022-08-09/2022-08-09-34922.png,Naver
Banca Sella,apwg451514/2022-08/2022-08-29/2022-08-29-45274.png,banco_de_occidente
M&T Bank Corporation,apwg451514/2022-08/2022-08-29/2022-08-29-45619.png,M & T Bank Coporation
Chase Bank,apwg451514/2022-08/2022-08-29/2022-08-29-46763.png,"Twitter, Inc"
Chase Bank,apwg451514/2022-08/2022-08-29/2022-08-29-47284.png,Chase Personal Banking
Microsoft Bing,apwg451514/2022-08/2022-08-17/2022-08-17-48973.png,ms_bing
DHL,apwg451514/2022-08/2022-08-17/2022-08-17-51260.png,Bankia
TD Bank,apwg451514/2022-08/2022-08-17/2022-08-17-52364.png,NedBank Limited
Facebook,apwg451514/2022-08/2022-08-17/2022-08-17-52741.png,Yahoo!
Microsoft Bing,apwg451514/2022-08/2022-08-17/2022-08-17-53035.png,Netflix
DHL,apwg451514/2022-08/2022-08-17/2022-08-17-54289.png,Bankia
DHL,apwg451514/2022-08/2022-08-07/2022-08-07-70283.png,DHL
Instagram,apwg451514/2022-08/2022-08-20/2022-08-20-106911.png,Microsoft OneDrive
"Rakuten Group, Inc.",apwg451514/2022-08/2022-08-14/2022-08-14-111342.png,Canadian Imperial Bank of Commerce
Microsoft Bing,apwg451514/2022-08/2022-08-13/2022-08-13-115499.png,Daum
Microsoft Bing,apwg451514/2022-08/2022-08-13/2022-08-13-119570.png,Microsoft OneDrive
DHL,apwg451514/2022-08/2022-08-30/2022-08-30-214583.png,Bankia
DHL,apwg451514/2022-08/2022-08-30/2022-08-30-216558.png,DHL
Facebook,apwg451514/2022-08/2022-08-27/2022-08-27-230099.png,Facebook
Facebook,apwg451514/2022-08/2022-08-25/2022-08-25-261800.png,Facebook
Facebook,apwg451514/2022-08/2022-08-22/2022-08-22-317868.png,lcl
Facebook,apwg451514/2022-08/2022-08-22/2022-08-22-317945.png,Dropbox
Santander Bank,apwg451514/2022-08/2022-08-24/2022-08-24-359819.png,Deutsche Telekom
Facebook,apwg451514/2022-08/2022-08-11/2022-08-11-368862.png,bradesco
Facebook,apwg451514/2022-08/2022-08-11/2022-08-11-369644.png,bradesco
Twitter,apwg451514/2022-08/2022-08-11/2022-08-11-371295.png,Daum
Facebook,apwg451514/2022-08/2022-08-11/2022-08-11-371960.png,la_banque_postale
Adobe,apwg451514/2022-08/2022-08-04/2022-08-04-374015.png,ameli_fr
Facebook,apwg451514/2022-08/2022-08-04/2022-08-04-379922.png,Facebook
Magazine Luiza,apwg451514/2022-08/2022-08-18/2022-08-18-385263.png,Facebook
Wells Fargo Bank,apwg451514/2022-08/2022-08-18/2022-08-18-387185.png,Absa Group
DHL,apwg451514/2022-08/2022-08-18/2022-08-18-388023.png,DHL
DHL,apwg451514/2022-08/2022-08-18/2022-08-18-388025.png,DHL
DHL,apwg451514/2022-08/2022-08-18/2022-08-18-388472.png,DHL
DHL,apwg451514/2022-08/2022-08-18/2022-08-18-388618.png,DHL
DHL,apwg451514/2022-08/2022-08-18/2022-08-18-394600.png,DHL
Microsoft Bing,apwg451514/2022-08/2022-08-16/2022-08-16-397567.png,Adobe
Microsoft Bing,apwg451514/2022-08/2022-08-16/2022-08-16-401674.png,Adobe
Microsoft Bing,apwg451514/2022-08/2022-08-16/2022-08-16-402596.png,Adobe
Microsoft Bing,apwg451514/2022-08/2022-08-16/2022-08-16-404131.png,Adobe
Outlook,apwg451514/2022-08/2022-08-10/2022-08-10-409615.png,dkb
Instagram,apwg451514/2022-08/2022-08-10/2022-08-10-410099.png,Instagram
Facebook,apwg451514/2022-08/2022-08-10/2022-08-10-410351.png,Dropbox
Facebook,apwg451514/2022-08/2022-08-01/2022-08-01-418047.png,Standard Chartered Bank
Facebook,apwg451514/2022-08/2022-08-01/2022-08-01-426023.png,Standard Chartered Bank
Instagram,apwg451514/2022-08/2022-08-23/2022-08-23-453038.png,Instagram
Facebook,apwg451514/2022-08/2022-08-06/2022-08-06-461895.png,db
Apple,apwg451514/2022-08/2022-08-06/2022-08-06-463185.png,GoDaddy
Bank of America,apwg451514/2022-08/2022-08-12/2022-08-12-469284.png,Bank of America
DHL,apwg451514/2022-08/2022-08-08/2022-08-08-477704.png,DHL
Sparkasse,apwg451514/2022-09/2022-09-16/2022-09-16-7547.png,Sparkasse Bank
DHL,apwg451514/2022-09/2022-09-16/2022-09-16-11552.png,DHL
DHL,apwg451514/2022-09/2022-09-23/2022-09-23-43984.png,DHL
Credit Agricole,apwg451514/2022-09/2022-09-23/2022-09-23-46382.png,NedBank Limited
Facebook,apwg451514/2022-09/2022-09-04/2022-09-04-49354.png,Standard Chartered Bank
DHL,apwg451514/2022-09/2022-09-20/2022-09-20-51442.png,DHL
DHL,apwg451514/2022-09/2022-09-15/2022-09-15-61845.png,DHL
Instagram,apwg451514/2022-09/2022-09-15/2022-09-15-68221.png,Instagram
DHL,apwg451514/2022-09/2022-09-15/2022-09-15-70111.png,DHL
DHL,apwg451514/2022-09/2022-09-15/2022-09-15-77545.png,DHL
Sparkasse,apwg451514/2022-09/2022-09-15/2022-09-15-78912.png,Sparkasse Bank
M&T Bank Corporation,apwg451514/2022-09/2022-09-08/2022-09-08-83828.png,Desjardins
Facebook,apwg451514/2022-09/2022-09-08/2022-09-08-84540.png,la_banque_postale
DHL,apwg451514/2022-09/2022-09-13/2022-09-13-87670.png,DHL
DHL,apwg451514/2022-09/2022-09-13/2022-09-13-90025.png,DHL
DHL,apwg451514/2022-09/2022-09-13/2022-09-13-90870.png,DHL
DHL,apwg451514/2022-09/2022-09-13/2022-09-13-91233.png,mbank
DHL,apwg451514/2022-09/2022-09-13/2022-09-13-92708.png,DHL
DHL,apwg451514/2022-09/2022-09-13/2022-09-13-93031.png,DHL
DHL,apwg451514/2022-09/2022-09-13/2022-09-13-97498.png,mbank
Facebook,apwg451514/2022-09/2022-09-26/2022-09-26-109027.png,Facebook
Wells Fargo Bank,apwg451514/2022-09/2022-09-28/2022-09-28-118427.png,DHL
M&T Bank Corporation,apwg451514/2022-09/2022-09-09/2022-09-09-129697.png,M & T Bank Coporation
Wells Fargo Bank,apwg451514/2022-09/2022-09-21/2022-09-21-137800.png,DHL
Facebook,apwg451514/2022-09/2022-09-21/2022-09-21-137820.png,Facebook
Chase Bank,apwg451514/2022-09/2022-09-02/2022-09-02-142852.png,Chase Personal Banking
"Rakuten Group, Inc.",apwg451514/2022-09/2022-09-10/2022-09-10-147247.png,Canadian Imperial Bank of Commerce
Facebook,apwg451514/2022-09/2022-09-10/2022-09-10-147398.png,Chase Personal Banking
Instagram,apwg451514/2022-09/2022-09-03/2022-09-03-150493.png,Google
Facebook,apwg451514/2022-09/2022-09-03/2022-09-03-150700.png,Apple
DHL,apwg451514/2022-09/2022-09-14/2022-09-14-166980.png,DHL
Wells Fargo Bank,apwg451514/2022-09/2022-09-14/2022-09-14-170089.png,Absa Group
DHL,apwg451514/2022-09/2022-09-14/2022-09-14-171234.png,mbank
DHL,apwg451514/2022-09/2022-09-14/2022-09-14-171435.png,DHL
Facebook,apwg451514/2022-09/2022-09-22/2022-09-22-173090.png,Facebook
GoDaddy,apwg451514/2022-09/2022-09-29/2022-09-29-197256.png,GoDaddy
Instagram,apwg451514/2022-09/2022-09-01/2022-09-01-202700.png,Instagram
ING Group,apwg451514/2022-09/2022-09-25/2022-09-25-206036.png,capital_one
DHL,apwg451514/2022-09/2022-09-25/2022-09-25-213811.png,DHL
Chase Bank,apwg451514/2022-09/2022-09-25/2022-09-25-216235.png,Stripe
DHL,apwg451514/2022-09/2022-09-25/2022-09-25-217087.png,DHL
DHL,apwg451514/2022-09/2022-09-06/2022-09-06-217985.png,Bankia
Facebook,apwg451514/2022-09/2022-09-06/2022-09-06-219244.png,Google
Banca Sella,apwg451514/2022-09/2022-09-06/2022-09-06-219803.png,banco_de_occidente
Rabobank,apwg451514/2022-09/2022-09-06/2022-09-06-220028.png,Microsoft OneDrive
Chase Bank,apwg451514/2022-09/2022-09-27/2022-09-27-228711.png,Chase Personal Banking
ASB Bank,apwg451514/2022-09/2022-09-27/2022-09-27-229011.png,ASB Bank Limited
DHL,apwg451514/2022-09/2022-09-27/2022-09-27-229623.png,DHL
Adobe,apwg451514/2022-09/2022-09-12/2022-09-12-236954.png,fnac
Microsoft Bing,apwg451514/2022-09/2022-09-12/2022-09-12-239535.png,snapchat
DHL,apwg451514/2022-09/2022-09-12/2022-09-12-241804.png,mbank
Microsoft Bing,apwg451514/2022-09/2022-09-12/2022-09-12-244777.png,snapchat
DHL,apwg451514/2022-09/2022-09-12/2022-09-12-249833.png,DHL
Facebook,apwg451514/2022-10/2022-10-03/2022-10-03-11.png,Standard Chartered Bank
Facebook,apwg451514/2022-10/2022-10-03/2022-10-03-6650.png,GMX Mail
DHL,apwg451514/2022-10/2022-10-03/2022-10-03-11347.png,Bankia
ING Group,apwg451514/2022-10/2022-10-03/2022-10-03-20167.png,Adobe
DHL,apwg451514/2022-10/2022-10-03/2022-10-03-23554.png,DHL
DHL,apwg451514/2022-10/2022-10-30/2022-10-30-167588.png,DHL
Microsoft Bing,apwg451514/2022-10/2022-10-30/2022-10-30-168315.png,Daum
DHL,apwg451514/2022-10/2022-10-30/2022-10-30-169066.png,DHL
DHL,apwg451514/2022-10/2022-10-30/2022-10-30-169114.png,DHL
DHL,apwg451514/2022-10/2022-10-30/2022-10-30-169184.png,DHL
DHL,apwg451514/2022-10/2022-10-07/2022-10-07-249319.png,DHL
DHL,apwg451514/2022-10/2022-10-24/2022-10-24-294899.png,DHL
DHL,apwg451514/2022-10/2022-10-24/2022-10-24-301642.png,DHL
DHL,apwg451514/2022-10/2022-10-24/2022-10-24-303309.png,DHL
DHL,apwg451514/2022-10/2022-10-11/2022-10-11-316621.png,DHL
DHL,apwg451514/2022-10/2022-10-11/2022-10-11-327433.png,DHL
Orange,apwg451514/2022-10/2022-10-11/2022-10-11-331412.png,Orange
DHL,apwg451514/2022-10/2022-10-11/2022-10-11-332717.png,DHL
DHL,apwg451514/2022-10/2022-10-11/2022-10-11-335083.png,DHL
ING Group,apwg451514/2022-10/2022-10-11/2022-10-11-353969.png,capital_one
ING Group,apwg451514/2022-10/2022-10-11/2022-10-11-370320.png,capital_one
DHL,apwg451514/2022-10/2022-10-29/2022-10-29-445240.png,DHL
DHL,apwg451514/2022-10/2022-10-29/2022-10-29-446529.png,DHL
Microsoft Bing,apwg451514/2022-10/2022-10-29/2022-10-29-447685.png,ms_bing
DHL,apwg451514/2022-10/2022-10-13/2022-10-13-450054.png,DHL
Facebook,apwg451514/2022-10/2022-10-13/2022-10-13-464248.png,Standard Chartered Bank
DHL,apwg451514/2022-10/2022-10-15/2022-10-15-486643.png,DHL
Caisses Desjardins,apwg451514/2022-10/2022-10-15/2022-10-15-488295.png,Desjardins
ING Group,apwg451514/2022-10/2022-10-15/2022-10-15-491770.png,capital_one
DHL,apwg451514/2022-10/2022-10-15/2022-10-15-496150.png,DHL
DHL,apwg451514/2022-10/2022-10-15/2022-10-15-501562.png,DHL
DHL,apwg451514/2022-10/2022-10-15/2022-10-15-503591.png,Absa Group
ING Group,apwg451514/2022-10/2022-10-15/2022-10-15-509968.png,capital_one
ING Group,apwg451514/2022-10/2022-10-15/2022-10-15-513646.png,Dropbox
DHL,apwg451514/2022-10/2022-10-15/2022-10-15-513727.png,DHL
Orange,apwg451514/2022-10/2022-10-15/2022-10-15-518077.png,Orange
DHL,apwg451514/2022-10/2022-10-26/2022-10-26-527648.png,DHL
Credit Agricole,apwg451514/2022-10/2022-10-26/2022-10-26-533678.png,Microsoft OneDrive
DHL,apwg451514/2022-10/2022-10-26/2022-10-26-534525.png,DHL
Facebook,apwg451514/2022-10/2022-10-28/2022-10-28-536817.png,1&1 Ionos
DHL,apwg451514/2022-10/2022-10-28/2022-10-28-537948.png,DHL
DHL,apwg451514/2022-10/2022-10-28/2022-10-28-540658.png,DHL
Microsoft Bing,apwg451514/2022-10/2022-10-28/2022-10-28-543929.png,ms_bing
Microsoft Bing,apwg451514/2022-10/2022-10-28/2022-10-28-544418.png,ms_bing
DHL,apwg451514/2022-10/2022-10-28/2022-10-28-547101.png,DHL
Microsoft Bing,apwg451514/2022-10/2022-10-28/2022-10-28-547723.png,ms_bing
DHL,apwg451514/2022-10/2022-10-28/2022-10-28-547886.png,DHL
Instagram,apwg451514/2022-10/2022-10-23/2022-10-23-600025.png,Instagram
DHL,apwg451514/2022-10/2022-10-23/2022-10-23-616972.png,DHL
DHL,apwg451514/2022-10/2022-10-17/2022-10-17-638282.png,DHL
Adobe,apwg451514/2022-10/2022-10-17/2022-10-17-655404.png,Standard Chartered Bank
DHL,apwg451514/2022-10/2022-10-17/2022-10-17-681402.png,DHL
DHL,apwg451514/2022-10/2022-10-04/2022-10-04-710453.png,DHL
DHL,apwg451514/2022-10/2022-10-04/2022-10-04-719806.png,DHL
DHL,apwg451514/2022-10/2022-10-04/2022-10-04-732802.png,DHL
Facebook,apwg451514/2022-10/2022-10-10/2022-10-10-765438.png,Chase Personal Banking
DHL,apwg451514/2022-10/2022-10-12/2022-10-12-889971.png,DHL
DHL,apwg451514/2022-10/2022-10-12/2022-10-12-893887.png,DHL
Facebook,apwg451514/2022-10/2022-10-12/2022-10-12-893895.png,Standard Chartered Bank
DHL,apwg451514/2022-10/2022-10-12/2022-10-12-915912.png,DHL
DHL,apwg451514/2022-10/2022-10-05/2022-10-05-953120.png,DHL
M&T Bank Corporation,apwg451514/2022-10/2022-10-05/2022-10-05-961754.png,M & T Bank Coporation
Adobe,apwg451514/2022-10/2022-10-05/2022-10-05-965414.png,Standard Chartered Bank
ING Group,apwg451514/2022-10/2022-10-05/2022-10-05-970288.png,capital_one
DHL,apwg451514/2022-10/2022-10-05/2022-10-05-978542.png,DHL
DHL,apwg451514/2022-10/2022-10-05/2022-10-05-985428.png,Bankia
Outlook,apwg451514/2022-10/2022-10-05/2022-10-05-987772.png,dkb
Credit Agricole,apwg451514/2022-10/2022-10-05/2022-10-05-988074.png,Microsoft OneDrive
DHL,apwg451514/2022-10/2022-10-05/2022-10-05-988819.png,DHL
AT&T,apwg451514/2022-10/2022-10-05/2022-10-05-991500.png,"Twitter, Inc"
DHL,apwg451514/2022-10/2022-10-05/2022-10-05-991986.png,DHL
Outlook,apwg451514/2022-10/2022-10-05/2022-10-05-996026.png,dkb
Chase Bank,apwg451514/2022-10/2022-10-25/2022-10-25-1007702.png,Chase Personal Banking
DHL,apwg451514/2022-10/2022-10-25/2022-10-25-1008450.png,DHL
DHL,apwg451514/2022-10/2022-10-25/2022-10-25-1011658.png,DHL
DHL,apwg451514/2022-10/2022-10-25/2022-10-25-1021136.png,DHL
DHL,apwg451514/2022-10/2022-10-25/2022-10-25-1027680.png,DHL
DHL,apwg451514/2022-10/2022-10-25/2022-10-25-1030226.png,DHL
DHL,apwg451514/2022-10/2022-10-01/2022-10-01-1052366.png,Netflix
DHL,apwg451514/2022-10/2022-10-01/2022-10-01-1055023.png,Bankia
Spark New Zealand,apwg451514/2022-10/2022-10-06/2022-10-06-1206424.png,mdpd
Apple,apwg451514/2022-10/2022-10-06/2022-10-06-1210890.png,Microsoft OneDrive
M&T Bank Corporation,apwg451514/2022-10/2022-10-06/2022-10-06-1219614.png,M & T Bank Coporation
Wells Fargo Bank,apwg451514/2022-10/2022-10-02/2022-10-02-1228067.png,Absa Group
ING Group,apwg451514/2022-10/2022-10-02/2022-10-02-1230307.png,capital_one
ING Group,apwg451514/2022-10/2022-10-02/2022-10-02-1247578.png,Adobe
DHL,apwg451514/2022-10/2022-10-27/2022-10-27-1251912.png,DHL
DHL,apwg451514/2022-10/2022-10-27/2022-10-27-1253952.png,DHL
Facebook,apwg451514/2022-10/2022-10-27/2022-10-27-1254932.png,1&1 Ionos
"Rakuten Group, Inc.",apwg451514/2022-10/2022-10-27/2022-10-27-1255170.png,Canadian Imperial Bank of Commerce
DHL,apwg451514/2022-10/2022-10-27/2022-10-27-1256023.png,DHL
DHL,apwg451514/2022-10/2022-10-27/2022-10-27-1256127.png,DHL
DHL,apwg451514/2022-10/2022-10-27/2022-10-27-1256546.png,DHL
DHL,apwg451514/2022-10/2022-10-27/2022-10-27-1260362.png,DHL
Credit Agricole,apwg451514/2022-10/2022-10-18/2022-10-18-1262967.png,Microsoft OneDrive
DHL,apwg451514/2022-10/2022-10-18/2022-10-18-1285921.png,DHL
DHL,apwg451514/2022-10/2022-10-18/2022-10-18-1288568.png,DHL
Microsoft Bing,apwg451514/2022-10/2022-10-31/2022-10-31-1331956.png,ms_bing
Microsoft Bing,apwg451514/2022-10/2022-10-31/2022-10-31-1335149.png,ms_bing
Apple,apwg451514/2022-10/2022-10-31/2022-10-31-1336760.png,Microsoft OneDrive
WhatsApp,apwg451514/2022-10/2022-10-31/2022-10-31-1339382.png,Facebook
Microsoft Bing,apwg451514/2022-10/2022-10-31/2022-10-31-1341825.png,GoDaddy
DHL,apwg451514/2022-11/2022-11-27/2022-11-27-2061.png,DHL
DHL,apwg451514/2022-11/2022-11-27/2022-11-27-5122.png,DHL
Societe Generale Group,apwg451514/2022-11/2022-11-09/2022-11-09-6116.png,National Australia Bank Limited
Chronopost International,apwg451514/2022-11/2022-11-09/2022-11-09-11496.png,"Twitter, Inc"
Deutsche Kreditbank AG,apwg451514/2022-11/2022-11-17/2022-11-17-16818.png,dkb
DHL,apwg451514/2022-11/2022-11-17/2022-11-17-19395.png,DHL
DHL,apwg451514/2022-11/2022-11-14/2022-11-14-33953.png,DHL
DHL,apwg451514/2022-11/2022-11-24/2022-11-24-62194.png,DHL
Facebook,apwg451514/2022-11/2022-11-05/2022-11-05-71896.png,Dropbox
DHL,apwg451514/2022-11/2022-11-05/2022-11-05-72970.png,DHL
DHL,apwg451514/2022-11/2022-11-05/2022-11-05-73692.png,DHL
Microsoft Bing,apwg451514/2022-11/2022-11-13/2022-11-13-88543.png,ms_bing
Microsoft Bing,apwg451514/2022-11/2022-11-13/2022-11-13-89061.png,ms_bing
Santander Bank,apwg451514/2022-11/2022-11-13/2022-11-13-89715.png,bradesco
DHL,apwg451514/2022-11/2022-11-13/2022-11-13-94988.png,DHL
DHL,apwg451514/2022-11/2022-11-18/2022-11-18-98601.png,DHL
DHL,apwg451514/2022-11/2022-11-18/2022-11-18-101165.png,DHL
Microsoft Bing,apwg451514/2022-11/2022-11-23/2022-11-23-110324.png,ms_bing
DHL,apwg451514/2022-11/2022-11-23/2022-11-23-117639.png,DHL
DHL,apwg451514/2022-11/2022-11-25/2022-11-25-118394.png,DHL
DHL,apwg451514/2022-11/2022-11-25/2022-11-25-118400.png,DHL
DHL,apwg451514/2022-11/2022-11-25/2022-11-25-121283.png,DHL
DHL,apwg451514/2022-11/2022-11-25/2022-11-25-123249.png,DHL
DHL,apwg451514/2022-11/2022-11-25/2022-11-25-124294.png,DHL
DHL,apwg451514/2022-11/2022-11-25/2022-11-25-126341.png,DHL
Facebook,apwg451514/2022-11/2022-11-25/2022-11-25-126408.png,Standard Chartered Bank
DHL,apwg451514/2022-11/2022-11-25/2022-11-25-127784.png,DHL
Facebook,apwg451514/2022-11/2022-11-19/2022-11-19-153082.png,Facebook
DHL,apwg451514/2022-11/2022-11-02/2022-11-02-185146.png,DHL
DHL,apwg451514/2022-11/2022-11-02/2022-11-02-186476.png,DHL
DHL,apwg451514/2022-11/2022-11-02/2022-11-02-186512.png,DHL
