filename,manipulation,pred_class
2023-05_119943.png,ScreenshotBackground,Bankia
2023-05_121178.png,ScreenshotBackground,Bankia
2023-05_124108.png,0,Canadian Imperial Bank of Commerce
2023-05_128358.png,AddText,Government of Canada
2023-05_128425.png,AddText,Government of Canada
2023-05_128527.png,AddText,Government of Canada
2023-05_129182.png,AddText,Government of Canada
2023-05_129273.png,ScreenshotBackground,Bankia
2023-05_129350.png,AddText,Government of Canada
2023-05_130327.png,ScreenshotBackground,Bankia
2023-05_130447.png,ScreenshotBackground,Bankia
2023-05_130996.png,AddText,Government of Canada
2023-05_131099.png,ScreenshotBackground,Bankia
2023-05_131469.png,ScreenshotBackground,Bankia
2023-05_131875.png,AddText,Government of Canada
2023-05_132315.png,AddText,Government of Canada
2023-05_132345.png,AddText,Government of Canada
2023-05_133616.png,ScreenshotBackground,Bankia
2023-05_133647.png,ScreenshotBackground,Banco do Brasil S.A
2023-05_136459.png,Popup,WhatsApp
2023-05_140804.png,Combination,hfe
2023-06_7804.png,AddText,Government of Canada
2023-06_8364.png,AddText,Government of Canada
2023-06_10362.png,AddText,Government of Canada
2023-06_14897.png,AddText,Banco do Brasil S.A
2023-06_15954.png,AddText,Banco do Brasil S.A
2023-06_16033.png,AddText,Wells Fargo & Company
2023-06_16265.png,AddText,Banco do Brasil S.A
2023-06_16474.png,AddText,Wells Fargo & Company
2023-06_16696.png,AddText,Bank Al Habib
2023-06_16927.png,AddText,Banco do Brasil S.A
2023-06_16944.png,AddText,postbank
2023-06_17122.png,AddText,Bank Al Habib
2023-06_17204.png,AddText,Banco do Brasil S.A
2023-06_17283.png,AddText,Banco do Brasil S.A
2023-06_17759.png,AddText,Banco do Brasil S.A
2023-06_18008.png,AddText,Wells Fargo & Company
2023-06_18401.png,AddText,Banco do Brasil S.A
2023-06_18449.png,AddText,Wells Fargo & Company
2023-06_18479.png,AddText,Banco do Brasil S.A
2023-06_18856.png,AddText,Banco do Brasil S.A
2023-06_19209.png,AddText,Banco do Brasil S.A
2023-06_19286.png,AddText,Bank Al Habib
2023-06_20378.png,AddText,Banco do Brasil S.A
2023-06_20402.png,AddText,Banco do Brasil S.A
2023-06_20444.png,AddText,Banco do Brasil S.A
2023-06_21074.png,AddText,Banco do Brasil S.A
2023-06_21729.png,AddText,Banco do Brasil S.A
2023-06_21868.png,AddText,Wells Fargo & Company
2023-06_22039.png,AddText,Banco do Brasil S.A
2023-06_22071.png,AddText,Banco do Brasil S.A
2023-06_22578.png,AddText,Banco do Brasil S.A
2023-06_22645.png,AddText,Banco do Brasil S.A
2023-06_22808.png,AddText,Wells Fargo & Company
2023-06_22979.png,AddText,Wells Fargo & Company
2023-06_22992.png,AddText,postbank
2023-06_23002.png,AddText,Banco do Brasil S.A
2023-06_23496.png,AddText,Banco do Brasil S.A
2023-06_23835.png,AddText,Banco do Brasil S.A
2023-06_23981.png,AddText,Banco do Brasil S.A
2023-06_24029.png,AddText,Banco do Brasil S.A
2023-06_24421.png,AddText,Wells Fargo & Company
2023-06_25362.png,AddText,Wells Fargo & Company
2023-06_25527.png,AddText,Wells Fargo & Company
2023-06_25906.png,AddText,Banco do Brasil S.A
2023-06_26040.png,AddText,Banco do Brasil S.A
2023-06_26147.png,AddText,Banco do Brasil S.A
2023-06_26188.png,AddText,Banco do Brasil S.A
2023-06_26325.png,AddText,postbank
2023-06_26632.png,AddText,Banco do Brasil S.A
2023-06_26998.png,AddText,Banco do Brasil S.A
2023-06_27268.png,AddText,Banco do Brasil S.A
2023-06_27510.png,AddText,Banco do Brasil S.A
2023-06_27544.png,Color,Facebook
2023-06_27809.png,AddText,Banco do Brasil S.A
2023-06_28297.png,AddText,Banco do Brasil S.A
2023-06_28478.png,AddText,Banco do Brasil S.A
2023-06_28571.png,AddText,postbank
2023-06_28938.png,AddText,Banco do Brasil S.A
2023-06_29038.png,AddText,Banco do Brasil S.A
2023-06_29050.png,AddText,Banco do Brasil S.A
2023-06_31840.png,Color,1&1 Ionos
2023-06_32868.png,Color,1&1 Ionos
2023-06_35778.png,Color,1&1 Ionos
2023-06_40919.png,AddText,Government of Canada
2023-06_41122.png,AddText,Government of Canada
2023-06_50370.png,TextAsLogo,Adobe
2023-06_58541.png,ScreenshotBackground,Bankia
2023-06_58690.png,ScreenshotBackground,Bankia
2023-06_59591.png,ScreenshotBackground,Bankia
2023-06_59665.png,ScreenshotBackground,Bankia
2023-06_60299.png,ScreenshotBackground,Bankia
2023-06_61687.png,AddText,Government of Canada
2023-06_62973.png,AddText,Government of Canada
2023-06_63063.png,AddText,Government of Canada
2023-06_63471.png,AddText,Government of Canada
2023-06_63834.png,ScreenshotBackground,Bankia
2023-06_63948.png,ScreenshotBackground,Bankia
2023-06_64821.png,ScreenshotBackground,Bankia
2023-06_64865.png,ScreenshotBackground,Bankia
2023-06_64954.png,ScreenshotBackground,Bankia
2023-06_64981.png,ScreenshotBackground,Bankia
2023-06_65817.png,ScreenshotBackground,Bankia
2023-06_66178.png,ScreenshotBackground,Bankia
2023-06_66429.png,ScreenshotBackground,Bankia
2023-06_67636.png,AddText,Government of Canada
2023-06_68078.png,ScreenshotBackground,Bankia
2023-06_68542.png,ScreenshotBackground,Bankia
2023-06_68897.png,ScreenshotBackground,postbank
2023-06_71598.png,Combination,Facebook
2023-06_73785.png,0,SMBC
2023-06_76697.png,AddText,Government of Canada
2023-06_78019.png,AddText,Government of Canada
2023-06_80852.png,AddText,Government of Canada
2023-06_85135.png,AddText,Government of Canada
2023-06_86924.png,0,Societe Generale
2023-06_89652.png,AddText,Government of Canada
2023-06_90029.png,AddText,Government of Canada
2023-06_90460.png,0,Societe Generale
2023-06_90824.png,AddText,Government of Canada
2023-06_90924.png,AddText,Government of Canada
2023-06_94652.png,0,SMBC
2023-06_94785.png,0,SMBC
2023-06_96994.png,0,SMBC
2023-06_98297.png,0,SMBC
2023-06_99347.png,0,SMBC
2023-06_100357.png,0,SMBC
2023-06_100739.png,0,SMBC
2023-06_101169.png,AddText,Credit du Nord
2023-06_101562.png,0,SMBC
2023-06_101911.png,0,SMBC
2023-06_102892.png,0,SMBC
2023-06_104559.png,0,SMBC
2023-06_105909.png,0,SMBC
2023-06_106219.png,0,SMBC
2023-06_106260.png,0,SMBC
2023-06_106889.png,0,SMBC
2023-06_107098.png,0,SMBC
2023-06_107280.png,0,SMBC
2023-06_108536.png,0,SMBC
2023-06_109211.png,0,SMBC
2023-06_109257.png,0,SMBC
2023-06_109414.png,0,SMBC
2023-06_110289.png,Combination,Facebook
2023-06_110923.png,Shape,Maersk
2023-06_111542.png,0,SMBC
2023-06_112198.png,0,SMBC
2023-06_113460.png,AddText,Banco do Brasil S.A
2023-06_117639.png,0,Westpac Institutional Banking
2023-06_121350.png,Outdated,Meridian Credit Union
2023-06_121665.png,ScreenshotBackground,Banco do Brasil S.A
2023-06_122165.png,AddText,Trade Me NZ
2023-06_123282.png,AddText,Trade Me NZ
2023-06_123329.png,AddText,Trade Me NZ
2023-06_123578.png,AddText,Trade Me NZ
2023-06_126917.png,AddText,Trade Me NZ
2023-06_127589.png,AddText,Trade Me NZ
2023-06_128557.png,AddText,Trade Me NZ
2023-06_128669.png,AddText,Banco do Brasil S.A
2023-06_129046.png,AddText,Trade Me NZ
2023-06_132630.png,Shape,Maersk
2023-06_137736.png,AddText,postbank
2023-06_139152.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-06_139445.png,AddText,postbank
2023-06_143995.png,ScreenshotBackground,Banco do Brasil S.A
2023-06_144315.png,AddText,postbank
2023-06_146000.png,ScreenshotBackground,Banco do Brasil S.A
2023-06_147130.png,AddText,postbank
2023-06_148803.png,ScreenshotBackground,Banco do Brasil S.A
2023-06_155611.png,0,Westpac Institutional Banking
2023-06_157746.png,AddText,Banco do Brasil S.A
2023-06_158995.png,AddText,DHL
2023-06_161340.png,AddText,DHL
2023-06_169058.png,Outdated,DGI (French Tax Authority)
2023-06_169286.png,Color,1&1 Ionos
2023-06_169583.png,Combination,AT&T
2023-06_172489.png,AddText,Banco do Brasil S.A
2023-06_172848.png,AddText,Government of Canada
2023-06_173248.png,TextAsLogo,Facebook
2023-06_175464.png,ScreenshotBackground,Bankia
2023-06_177010.png,ScreenshotBackground,Bankia
2023-06_177755.png,ScreenshotBackground,Bankia
2023-06_178182.png,ScreenshotBackground,Bankia
2023-06_178230.png,ScreenshotBackground,Bankia
2023-06_180556.png,ScreenshotBackground,Bankia
2023-06_181046.png,ScreenshotBackground,Bankia
2023-06_182131.png,ScreenshotBackground,Bankia
2023-06_182874.png,ScreenshotBackground,Bankia
2023-06_183309.png,ScreenshotBackground,Bankia
2023-06_183381.png,ScreenshotBackground,Bankia
2023-06_183579.png,ScreenshotBackground,Bankia
2023-06_183634.png,AddText,Government of Canada
2023-06_184298.png,AddText,Banco do Brasil S.A
2023-06_186457.png,ScreenshotBackground,Bankia
2023-06_188067.png,AddText,Banco do Brasil S.A
2023-07_4287.png,Deletion,Deutsche Telekom
2023-07_6210.png,AddText,postbank
2023-07_7624.png,Color,1&1 Ionos
2023-07_17371.png,Outdated,DGI (French Tax Authority)
2023-07_19983.png,0,HSBC Bank
2023-07_22386.png,Case,Commonwealth Bank of Australia
2023-07_23934.png,Case,Commonwealth Bank of Australia
2023-07_24368.png,Case,Commonwealth Bank of Australia
2023-07_25116.png,Case,Commonwealth Bank of Australia
2023-07_25573.png,Case,Commonwealth Bank of Australia
2023-07_25684.png,Case,Commonwealth Bank of Australia
2023-07_26928.png,Case,Commonwealth Bank of Australia
2023-07_27041.png,Case,Commonwealth Bank of Australia
2023-07_27141.png,Case,Commonwealth Bank of Australia
2023-07_27973.png,Case,Commonwealth Bank of Australia
2023-07_28027.png,Case,Commonwealth Bank of Australia
2023-07_28084.png,Case,Commonwealth Bank of Australia
2023-07_28284.png,Case,Commonwealth Bank of Australia
2023-07_29533.png,Case,Commonwealth Bank of Australia
2023-07_30017.png,Case,Commonwealth Bank of Australia
2023-07_31126.png,Case,Commonwealth Bank of Australia
2023-07_31773.png,Case,Commonwealth Bank of Australia
2023-07_32597.png,Case,Commonwealth Bank of Australia
2023-07_33585.png,Case,Commonwealth Bank of Australia
2023-07_33727.png,Case,Commonwealth Bank of Australia
2023-07_34078.png,Case,Commonwealth Bank of Australia
2023-07_34498.png,Color,1&1 Ionos
2023-07_35210.png,Color,1&1 Ionos
2023-07_35578.png,Combination,LinkedIn Corporation
2023-07_36812.png,Color,1&1 Ionos
2023-07_36919.png,Color,1&1 Ionos
2023-07_37477.png,AddText,postbank
2023-07_37491.png,AddText,postbank
2023-07_37702.png,AddText,postbank
2023-07_37814.png,AddText,postbank
2023-07_38424.png,AddText,postbank
2023-07_39276.png,AddText,DHL
2023-07_39325.png,AddText,postbank
2023-07_39444.png,AddText,postbank
2023-07_39883.png,AddText,postbank
2023-07_40041.png,AddText,DHL
2023-07_40113.png,AddText,postbank
2023-07_40386.png,AddText,Government of Canada
2023-07_41495.png,AddText,postbank
2023-07_41807.png,AddText,Government of Canada
2023-07_47551.png,Combination,LinkedIn Corporation
2023-07_47902.png,Combination,LinkedIn Corporation
2023-07_48128.png,Combination,LinkedIn Corporation
2023-07_49709.png,Shape,Maersk
2023-07_50015.png,AddText,Government of Canada
2023-07_50167.png,Shape,Maersk
2023-07_50321.png,Shape,Maersk
2023-07_55283.png,Shape,Maersk
2023-07_55654.png,Shape,Maersk
2023-07_56267.png,Shape,Maersk
2023-07_56761.png,Combination,LinkedIn Corporation
2023-07_63431.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-07_69324.png,Color,1&1 Ionos
2023-07_71638.png,Shape,Maersk
2023-07_71836.png,Shape,Maersk
2023-07_72319.png,Color,1&1 Ionos
2023-07_72403.png,Shape,Maersk
2023-07_72430.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-07_72816.png,Color,1&1 Ionos
2023-07_73666.png,Color,1&1 Ionos
2023-07_74961.png,Combination,"Twitter, Inc"
2023-07_78616.png,Color,1&1 Ionos
2023-07_79892.png,Color,1&1 Ionos
2023-07_80432.png,TextAsLogo,Facebook
2023-07_80953.png,Color,1&1 Ionos
2023-07_81664.png,Color,1&1 Ionos
2023-07_85577.png,Case,Commonwealth Bank of Australia
2023-07_86945.png,Case,Commonwealth Bank of Australia
2023-07_88224.png,Shape,Maersk
2023-07_89742.png,Shape,Maersk
2023-07_90773.png,Shape,Maersk
2023-07_93149.png,Combination,LinkedIn Corporation
2023-07_93592.png,Combination,LinkedIn Corporation
2023-07_93593.png,Shape,Maersk
2023-07_95146.png,0,Westpac Institutional Banking
2023-07_96783.png,Combination,AT&T
2023-07_103773.png,Shape,Maersk
2023-07_105962.png,Combination,Uber
2023-07_107869.png,Combination,Uber
2023-07_108846.png,Outdated,DGI (French Tax Authority)
2023-07_108936.png,Combination,Uber
2023-07_115073.png,AddText,Wells Fargo & Company
2023-07_117135.png,AddText,postbank
2023-07_117680.png,AddText,postbank
2023-07_117725.png,AddText,postbank
2023-07_117962.png,AddText,postbank
2023-07_119051.png,Case,Commonwealth Bank of Australia
2023-07_119069.png,Case,Commonwealth Bank of Australia
2023-07_119137.png,Case,Commonwealth Bank of Australia
2023-07_119225.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-07_119467.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-07_119662.png,Case,Commonwealth Bank of Australia
2023-07_119686.png,Case,Commonwealth Bank of Australia
2023-07_120134.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-07_120306.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-07_120499.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-07_120592.png,Case,Commonwealth Bank of Australia
2023-07_120698.png,Case,Commonwealth Bank of Australia
2023-07_120906.png,Case,Commonwealth Bank of Australia
2023-07_120988.png,Case,Commonwealth Bank of Australia
2023-07_121027.png,Case,Commonwealth Bank of Australia
2023-07_121058.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-07_121117.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-07_121434.png,Case,Commonwealth Bank of Australia
2023-07_121474.png,Case,Commonwealth Bank of Australia
2023-07_121800.png,Case,Commonwealth Bank of Australia
2023-07_121831.png,Case,Commonwealth Bank of Australia
2023-07_122063.png,Case,Commonwealth Bank of Australia
2023-07_122178.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-07_122394.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-07_122441.png,Case,Commonwealth Bank of Australia
